salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,class
89754.40007497769,0.0,49,2,9,6,264483.46024535486,12,54173.05109961535,0
50396.84728750581,11876.848723486177,76,4,11,3,573826.1903197208,21,411927.6756952238,1
83615.11491264988,0.0,46,2,2,5,215180.90540926848,15,475277.5849257135,0
131208.52512977412,0.0,26,2,18,5,168165.02674998262,9,94904.28108053976,1
35880.763481344286,73602.48913477609,49,0,7,0,440462.8085302984,11,121784.4485820118,0
36370.10509004557,52343.34819309725,24,4,7,3,656526.4905605295,8,164279.77671611522,1
67065.06659627656,54524.95134010203,48,4,8,0,981794.397730988,30,433490.4538799192,0
83734.95103874928,0.0,78,3,3,1,575478.2738224283,5,32841.11666005696,1
55752.07994253392,57480.75432257616,55,2,13,8,0.0,17,302713.39576765645,0
32893.20001827546,62633.45639095496,74,4,7,6,190310.9831930563,8,206906.7855884567,1
127564.4992214058,0.0,45,3,4,5,278029.2018782874,22,127444.8982413896,0
143967.02729048624,0.0,63,3,3,1,932240.321932398,3,215938.2592758701,1
116796.56599494426,0.0,43,1,18,0,869172.0661915817,18,280841.690784864,0
33468.073570202345,48055.94102260031,29,3,8,1,595079.7959548339,18,183780.52530767507,1
119138.73215179046,0.0,56,1,14,8,0.0,27,310861.90273453767,0
60168.00954788832,35486.84925829437,20,1,5,6,113917.08424966728,24,316586.0063277569,1
62169.77597019545,80605.55679775414,58,0,2,2,394445.9382642919,20,24881.24621647858,0
34796.27605432623,42243.52250484178,38,4,16,8,0.0,2,110259.2177512623,1
57636.97672614856,40377.42302987159,40,1,20,7,133202.59130717072,30,180926.34561706288,0
76772.53134386962,0.0,26,1,14,6,204792.5086001263,13,435262.20809770585,1
45207.48181469705,68217.11719932515,42,1,8,1,452510.9527943861,7,86749.5112210474,0
39873.07257077088,66936.42850341779,24,1,16,7,125444.5825246986,25,289734.0448532449,1
77169.16612444232,0.0,50,3,10,4,436567.9027324084,12,253668.4426448891,0
60353.02057882042,43893.53977755117,23,2,10,1,801266.5287030861,28,45148.252006651404,1
97230.37642180038,0.0,44,3,19,8,0.0,24,447938.3827784013,0
78465.38147461781,0.0,71,4,7,5,331501.7502210193,17,75430.53834781927,1
76908.5756602003,0.0,48,4,17,2,518338.7758114277,30,141446.78930720894,0
56939.10660415478,64280.02412518463,62,4,5,5,174450.5962343652,22,70714.19029215892,1
100344.09051415604,0.0,58,3,5,2,408507.580301218,23,385548.9068654942,0
125175.68355310916,0.0,30,3,2,6,172859.8828261538,24,118765.10072346251,1
85377.86989338527,0.0,46,1,7,2,823801.1520356084,2,320589.5181022236,0
135001.87058334096,0.0,79,0,14,0,717163.1723761982,12,117889.03693171631,1
149288.29566097786,0.0,43,1,1,5,429247.771424986,27,357352.13626161474,0
63587.746269103,20953.6980116365,22,2,16,2,755304.6928593644,16,224300.7369911233,1
28164.929631438292,72751.57904540014,51,4,18,0,905563.953610514,19,120969.06721049668,0
146705.08382378882,0.0,24,4,18,8,0.0,17,277075.9762090977,1
141338.22739355167,0.0,52,3,18,7,75331.37652026174,25,323450.2494003751,0
57194.41642170133,74660.38978519378,23,2,9,1,909539.6880627678,14,444743.25850614073,1
58189.63447032485,17694.843083658572,40,2,10,7,110262.16277306,14,83322.38603295683,0
76962.4672422101,0.0,28,0,8,5,258645.1747630262,19,16192.66198983349,1
39946.96124105205,43744.19265360955,43,2,15,1,751745.244833727,17,183474.97432691616,0
60870.1073709346,30901.73247248585,27,0,6,7,101774.5274208392,30,280836.35537982354,1
54030.96795637446,29521.732835492752,48,1,20,4,477592.2564163176,16,100089.1704955601,0
37644.694304968536,15553.902938240775,31,3,3,5,350351.9371466904,23,32469.53915803557,1
80762.75910791772,0.0,55,1,20,1,396023.6736871562,13,499797.5219671935,0
78496.68443618949,0.0,63,4,12,2,826776.090990247,25,275651.7218045664,1
101252.90698831675,0.0,59,4,3,8,0.0,19,470803.49393429793,0
40045.25469434321,59404.965503781576,66,4,11,0,1060189.0138613055,1,40611.42744668495,1
23937.16681558599,76674.76610867158,54,2,10,7,74487.7910648943,26,342495.42059783835,0
58666.4032858665,15472.976912900936,23,1,15,6,196850.22602147184,7,170096.2841758887,1
38676.9298511425,74611.3807624371,40,2,13,2,756398.996877105,17,280825.6078741846,0
61485.065232410445,44985.44252804773,37,3,8,2,358086.9915363429,10,472692.4463516094,1
132341.300547116,0.0,46,1,6,5,430125.4605748215,24,156357.4604311365,0
84336.24645827292,0.0,76,3,10,8,0.0,4,215463.88467377023,1
101021.40522339808,0.0,59,0,5,1,625732.598910025,26,493393.8322182197,0
89204.17788386393,0.0,65,4,10,7,131574.88332438242,12,165619.7967894613,1
120901.06327236936,0.0,56,1,2,7,67051.20617466593,21,360591.4176245622,0
22461.857775859637,33526.93625843914,29,3,7,6,200363.90092219756,20,460260.47494860535,1
82188.22783464214,0.0,44,2,6,7,141212.41609240105,11,273136.6096224151,0
107862.91495232785,0.0,75,2,20,7,69226.41691367135,8,139503.19796087834,1
24848.772054313595,79110.31613595677,46,1,2,6,257592.1259751676,6,468304.3723888814,0
145077.07941083453,0.0,79,2,2,0,638713.7685296646,20,53650.345386769,1
72713.74871960786,42077.743773505455,40,0,13,1,479346.840733138,5,238727.04924494648,0
141657.3003101805,0.0,20,2,13,3,473367.76090322674,9,477017.4113274563,1
131083.18096134363,0.0,48,0,7,7,59094.16444516878,17,222741.34609361025,0
37605.75264362691,58114.37501292673,66,3,12,6,189707.42653253715,30,453383.6557622863,1
51815.43965839103,13317.754754199836,48,1,18,3,627192.8543736422,25,28222.017512230468,0
85506.4603623215,0.0,38,1,19,5,323242.44439136464,25,336265.9507184568,1
118074.0926409563,0.0,50,1,8,4,543016.4954292083,5,402888.0799674435,0
46433.77529780707,58502.93886609585,79,3,12,1,724944.875443051,27,95240.80921536915,1
54900.00642114756,60525.394047593385,58,0,3,3,652325.3089252725,19,362152.6199260746,0
44703.08069191933,65610.64022629496,67,3,8,3,448316.0298881175,8,276039.6462739073,1
120816.80466829012,0.0,44,3,18,5,242526.6852860785,12,256408.27001188675,0
84646.04810312783,0.0,26,3,11,3,435352.4607156292,14,22857.72399054736,1
74285.14956217256,21430.855763810745,41,1,13,3,499650.7411846612,21,471732.2725238152,0
142874.45445611677,0.0,62,0,1,6,127498.30609939204,21,115716.69603872276,1
22174.39918834189,64164.45412192907,54,2,1,8,0.0,22,215286.60433801892,0
142162.54866324767,0.0,31,0,4,8,0.0,7,309890.4212059676,1
136548.3497103536,0.0,41,3,5,1,700554.9961464076,12,26848.2159736968,0
76821.47286965488,0.0,73,0,11,6,293784.105440311,11,14812.829472582556,1
55532.51372174365,84443.9408838098,51,1,12,8,0.0,14,92868.9229477005,0
54836.36401629987,38499.99948125918,70,1,13,5,258210.0684342181,3,2597.6111850150587,1
147162.49832180532,0.0,56,4,6,6,133900.34904903182,9,150565.63268753438,0
84106.11248740202,0.0,24,1,14,4,368440.9359090097,16,391333.3120827428,1
143347.05011129347,0.0,41,4,13,5,282066.876444376,14,407737.7350015016,0
139650.98398217844,0.0,64,3,18,0,1032576.7336394072,12,350817.1435277965,1
125598.60683826936,0.0,58,0,4,3,578800.8222903829,12,83169.24664005576,0
108342.2133812062,0.0,64,4,5,5,449310.81762439606,16,52274.67900303085,1
82780.37984132051,0.0,50,0,15,7,81890.94742177005,10,22341.526337660565,0
112401.26866818282,0.0,21,2,4,2,857953.4678931555,24,121956.47327599637,1
42678.92026713741,22010.17834115195,55,3,15,3,648877.8941521324,21,92225.88757569683,0
111615.63007476548,0.0,33,2,3,1,909651.6498206968,18,93479.9178160467,1
34850.169533716165,36398.86933128413,49,4,6,4,567473.0319216385,19,42375.9843115139,0
37413.21005459238,18839.623949624256,39,0,6,5,358030.96251493366,17,194231.63465499543,1
97535.35626771112,0.0,56,3,14,2,592002.12941543,18,346716.4632646776,0
103883.81236039355,0.0,31,4,6,7,78883.47740493457,6,157290.00733042214,1
121496.22566589549,0.0,56,3,18,8,0.0,4,133944.45469645044,0
127909.19315053016,0.0,68,1,10,0,759785.874264331,12,431099.8127487621,1
37626.55783564119,66257.0602366837,46,0,9,2,720855.916437859,5,124838.62096906987,0
112481.33034909198,0.0,73,1,13,7,64217.16330753679,21,134358.57604374297,1
67979.25262980486,81269.0559149037,40,4,1,1,861652.356240937,15,317420.27276807954,0
110647.56711251254,0.0,74,0,18,6,143565.98700304117,14,412423.8238180111,1
84312.94318221352,0.0,40,2,11,8,0.0,19,426211.2881442081,0
122479.47495196872,0.0,77,0,2,1,788325.6655091259,27,229790.88133678344,1
36150.8332999518,74323.86999464604,48,3,1,6,140463.64127947995,23,454703.60715654894,0
134679.20932545984,0.0,39,1,9,1,808211.5750931557,9,41210.26535273997,1
87527.75310276265,0.0,48,0,1,5,395132.7080739896,28,211156.96688752997,0
69753.73648516732,71002.5942808899,75,1,5,1,721355.7935826766,1,305159.619636909,1
75064.7805723204,0.0,45,0,18,8,0.0,9,41798.536888908166,0
30272.80305675872,79069.36440795519,71,1,18,5,267219.45089050493,21,381612.065563077,1
93695.19667099848,0.0,43,1,9,1,975987.8941009836,22,361389.18666293327,0
49692.57500992264,48161.86636829851,22,0,8,0,777411.6716621905,13,460113.2726299936,1
61591.56788336884,71949.77466643996,56,2,4,8,0.0,2,89672.17513615283,0
124563.94252963836,0.0,22,3,3,7,136603.2229977152,25,422423.252130664,1
51535.919161963975,37620.52207720891,51,1,18,3,325283.18839660985,30,205018.05478300995,0
50289.70644176658,35981.777330455465,73,0,11,0,1007143.3225709428,13,424502.99388946086,1
117226.92184923076,0.0,57,0,17,2,682329.4080196152,13,37415.24216493875,0
120119.06062075528,0.0,26,1,4,2,569740.048644193,11,203256.27595460688,1
112450.46177706453,0.0,42,3,17,0,941746.7015912576,9,410044.8079059892,0
42602.80522734426,81407.2455117808,74,3,18,8,0.0,15,50953.67433092274,1
28381.36468609827,77687.2061449961,48,1,3,5,186758.29777724217,15,25318.85045762805,0
47913.093776103466,24036.333528337127,37,3,5,0,891285.2622221502,20,122892.38962262272,1
58363.67118996314,40899.41547221238,55,3,2,1,545843.1912072799,5,209617.41059816556,0
103544.82833299656,0.0,71,4,8,8,0.0,13,390957.8834227125,1
66684.57427888346,50838.835452553874,51,2,19,8,0.0,9,89907.93684893461,0
61454.083752819344,26426.51410548209,77,2,2,7,102943.22919654318,25,291994.45992561337,1
42582.564077474526,27741.334955684564,40,2,19,0,962762.3063359308,12,473779.3675350076,0
27301.83698416528,55124.70898338161,21,4,16,0,665387.1948593627,20,100732.19167607056,1
30114.86300035916,36010.75935124213,40,1,3,5,283988.98022933817,9,104842.14220024964,0
145983.23726373908,0.0,76,3,16,6,170246.23385969395,13,50714.2798185608,1
31141.950539189223,35784.3539909535,54,3,19,3,526800.9530789544,27,193553.04844083343,0
131012.17681810066,0.0,22,4,19,8,0.0,22,491377.3820559424,1
39168.1950214255,81194.11123386887,48,1,6,3,654230.3606596815,5,21337.950316723032,0
30187.90787813358,61234.41020141909,32,1,20,4,327899.79550482176,24,457086.9684492933,1
28711.55389631961,39107.436476106304,45,4,11,4,407875.2710168278,30,436733.12668637856,0
96431.43732658045,0.0,68,0,4,1,900021.9412167743,28,267816.7405729584,1
64702.99321507038,40816.752797441535,44,3,19,7,53746.56704977134,9,201486.97921578836,0
100371.78351823376,0.0,63,3,2,6,277914.8427828515,11,345256.87708548934,1
72932.14690925794,46334.52472807465,53,2,2,8,0.0,3,155561.54664445444,0
85883.3857807522,0.0,28,4,19,0,538989.8848102298,29,416464.9665382757,1
67885.7505847202,44816.38478401659,45,0,1,3,436233.3807676536,20,223051.71630376455,0
117364.94748304132,0.0,64,0,10,0,709252.5365927877,6,426910.6632927733,1
63716.87500541601,30736.243747507076,40,2,9,4,275344.03249600314,17,382737.1941518116,0
136959.3158169143,0.0,71,4,13,5,354226.72511621454,24,12727.6355601868,1
74661.43386402543,76513.26622701276,43,2,19,4,385504.251275104,4,235268.2838353401,0
135960.83098566314,0.0,68,4,7,0,941398.513341688,21,366801.6204566625,1
139366.70314938633,0.0,45,0,8,3,613584.4140681607,5,105595.11458157234,0
22848.725368530064,47847.516593887325,27,2,2,6,275308.8275198953,9,385624.8316717648,1
101007.52105054483,0.0,58,0,4,0,438588.0451783523,4,208387.78258977196,0
100300.73415715616,0.0,38,0,4,7,69864.66617062822,7,388979.45829851145,1
47000.21795530996,79984.3258488908,41,1,1,0,937306.505972164,30,55215.45870316086,0
53265.97335758643,27337.021486880945,38,2,15,0,479847.132046094,6,437070.2245810796,1
130792.32914577224,0.0,43,2,14,1,416498.9292314062,25,445146.005771641,0
21257.40260451908,20379.58320045193,61,1,11,5,418358.2852133688,20,134154.6992900801,1
115298.83289399496,0.0,43,2,6,1,630544.259996527,15,135916.54537509507,0
70143.01366871086,73800.3683527438,71,3,6,1,442758.103365592,24,29323.19783258869,1
92819.60986378886,0.0,59,4,16,5,364774.0500849466,4,48718.51116165498,0
105658.33299478237,0.0,20,2,12,4,419076.23267765366,12,351048.0266299927,1
37502.68187598226,47412.14815769585,53,0,18,6,267763.2221357833,16,462185.4368907693,0
121540.59462063834,0.0,78,1,19,2,738296.7970456666,5,51776.98056178381,1
105477.835447125,0.0,58,2,17,6,183732.94916674608,20,457955.1208485496,0
119108.70531403304,0.0,37,3,11,4,381138.2824325467,5,69090.0028226728,1
118900.75322829866,0.0,55,3,19,6,234848.69710783468,29,420694.6512084559,0
57170.63742929727,73547.58185654116,71,0,17,1,367690.49887813046,5,26532.499753885608,1
112240.908922197,0.0,43,4,18,3,638073.3725611661,7,147088.86090224577,0
43065.366803474215,61199.41387761514,31,1,17,1,614038.7589368519,14,139556.12315460524,1
121924.0883141652,0.0,40,4,8,2,612363.7723990222,26,252570.17522815795,0
74071.06169015482,50277.69644004315,25,2,8,3,581667.2382201385,11,180398.9123313664,1
48397.88715198691,66449.17671658876,53,3,18,0,491777.5611218122,12,222833.62314234625,0
123506.85613489446,0.0,27,3,9,8,0.0,1,455667.963314309,1
126874.1783511956,0.0,43,4,17,7,98680.47091651832,10,449140.8044529266,0
45026.61043137802,48542.10250955752,80,0,6,8,0.0,21,32735.911051859966,1
72992.2612044531,43834.42478080313,45,3,11,0,711601.4937955065,4,267417.18503050104,0
85368.80361883059,0.0,38,2,20,1,547062.2110045847,30,218838.07473411248,1
71364.72356972029,59554.23736804304,50,1,18,3,318190.7301647734,13,398385.2185215228,0
130430.76694715155,0.0,38,1,10,5,437217.494732436,1,276762.0938821395,1
27070.479770603797,66328.1360635738,55,3,18,1,553456.8672640597,3,125343.80740747746,0
45664.28701822908,53544.67400565207,80,2,12,2,702777.3394680306,8,50022.528637711446,1
82394.01616282975,0.0,48,2,10,7,105167.18261601972,6,322775.8020409482,0
30656.580101200103,31046.195472803138,72,1,18,3,381617.3252967917,29,313309.44253676524,1
120775.64104886568,0.0,43,3,8,4,253552.50377863983,17,255205.9966718928,0
71582.07049446198,47662.54522498232,62,1,20,2,754323.6427641064,5,223110.22191950085,1
26036.869475153155,83544.23365473267,40,0,17,4,533948.9064869573,9,289315.71746002906,0
48976.90308934696,40438.16519131772,72,2,16,7,138717.1943517111,1,250918.49223537088,1
82272.75123738879,0.0,57,1,14,0,594936.2459370156,5,286743.25567613414,0
40946.78824777994,57215.53186661162,22,4,5,0,533073.0930463055,30,90018.76978814855,1
144570.983742992,0.0,58,4,1,4,578901.5474490776,7,224601.6808097284,0
149060.85708203726,0.0,75,3,6,3,665181.7873521404,20,71356.06853148363,1
139905.75282984314,0.0,58,4,3,3,439105.6760604005,5,54285.05695075775,0
127577.83122476954,0.0,77,3,17,6,174075.49004975602,2,348821.40356978966,1
128834.76682433476,0.0,56,0,14,2,452710.816907024,25,116256.44531132784,0
131676.9221491835,0.0,38,4,18,6,151560.99526438268,1,354574.418603054,1
122624.92269966623,0.0,56,4,4,8,0.0,21,102709.34808167342,0
95094.64990173516,0.0,69,3,5,1,873469.9365559214,15,391554.6301726678,1
127023.21051726265,0.0,50,4,14,1,394856.3194585174,8,185417.563021331,0
99173.75195703052,0.0,66,3,13,8,0.0,20,28731.517291500582,1
107623.16953158338,0.0,43,1,1,2,352105.68754442246,9,389836.4394882086,0
91447.04496103668,0.0,66,4,19,5,254242.52665777729,27,138253.9243485611,1
92621.99267305565,0.0,52,2,11,1,912059.56980065,9,438056.5231215335,0
64155.899248726906,68169.91038183593,63,3,19,0,785576.1296526688,9,33777.130330626795,1
29883.74666937958,79854.7179876747,50,2,12,3,697158.1264351034,9,91392.22632020005,0
117000.31354132255,0.0,79,1,16,3,367430.6859650801,8,436371.249204149,1
130241.37744827544,0.0,43,4,11,7,139812.12003928522,29,448499.8865966475,0
42724.04707547637,83238.03964277814,64,4,15,5,356763.1647178947,1,337051.5302224174,1
69325.64046629568,17556.08696049239,43,4,9,2,629138.0402275132,8,134704.11476249006,0
68400.25162294609,74074.45654306147,37,3,6,2,887563.471090314,22,114283.3747498343,1
89417.73640865715,0.0,40,3,10,4,424855.3808286845,19,23854.652041203903,0
32866.723908265034,22250.641021897856,33,2,16,1,664898.3733446542,11,129884.56100583827,1
134229.82693846637,0.0,55,0,1,6,204796.5582683628,3,51964.20201082624,0
100353.28231890252,0.0,25,3,10,3,373698.2596575961,10,221580.2134069826,1
96808.0204552855,0.0,49,4,14,8,0.0,18,154830.6640569983,0
65131.879021337016,50475.10916020448,71,0,15,4,346313.32877935114,9,77858.76953442732,1
50058.00115749061,10541.348875432564,43,1,14,8,0.0,8,81634.74766514439,0
119389.97822995987,0.0,78,4,9,4,459382.8163830248,18,404404.3245495186,1
111061.4377331584,0.0,51,1,11,0,521719.4440938953,18,11065.442807739912,0
146403.23864888813,0.0,38,2,5,7,122710.70704475352,8,45098.49157439055,1
21914.23009459184,26289.10638871389,46,2,16,5,289105.3401610288,26,15868.560709985491,0
30429.00264010591,66292.71862188952,29,0,9,6,114276.93894981136,16,90801.86930370436,1
120259.29329355348,0.0,48,1,2,3,480417.31765614,25,46980.15198535888,0
106581.02488275662,0.0,33,3,13,4,574486.0986562467,6,314582.12706534966,1
25484.16902731504,80306.56927241753,53,0,9,7,113852.00120420236,7,180213.32803189597,0
26771.376894976907,60002.1088222721,27,1,14,5,154520.31158065874,26,138050.0219192239,1
58437.44595739552,29751.1951671574,43,3,1,8,0.0,6,441466.18626534886,0
126476.4653919176,0.0,32,4,16,8,0.0,10,161300.01995639698,1
59507.5913528472,80845.26115054268,53,0,4,3,515830.5257012363,7,96559.7239367366,0
94953.27566962864,0.0,63,3,14,1,466766.5232324832,6,274982.7332852675,1
148890.1887803565,0.0,40,2,14,6,265230.99500815227,11,304206.6851285195,0
93208.81136455692,0.0,33,3,18,4,344003.4179736727,15,223749.8944991247,1
48266.84642921816,15790.117414806333,40,3,6,7,132570.52443848853,23,351423.9474245625,0
126536.98442872788,0.0,26,4,10,0,984631.4895650216,19,190773.0552497409,1
71074.75158747457,43421.21769832831,58,4,17,1,505459.93970599,10,393184.14924413856,0
76483.84444860567,0.0,64,1,5,7,105929.61773135402,16,197659.40179023307,1
94272.98877755484,0.0,55,4,17,3,371157.5458632558,9,388385.9493958418,0
62043.51335030746,79310.35606713122,25,0,14,6,173053.5288874922,7,160369.18142633478,1
59665.34650704267,45339.27278001687,41,1,18,3,351900.67643830256,17,375177.57437623286,0
53209.32479308213,14508.25371817511,32,4,9,0,771968.654720532,1,33298.89621080884,1
45853.77600107048,82509.35293249018,55,0,2,3,711135.0578420437,10,166784.81731538786,0
105401.12866344964,0.0,25,3,17,3,458666.6682375997,19,76374.5770844258,1
23405.76879023144,83946.66948093935,59,2,20,3,548180.3463108187,8,343688.9425891805,0
70369.83738756125,45538.51906443725,30,1,8,0,726871.3281425169,1,462717.5415674548,1
83692.57680641227,0.0,40,3,8,6,180973.3536485057,2,303964.97896064736,0
127162.70692235709,0.0,66,2,13,8,0.0,29,352056.27525940485,1
25006.556493672597,18198.721959223734,49,0,8,8,0.0,24,19625.811121243787,0
70361.72074896446,67386.99043019593,23,1,10,7,89803.98914545593,10,386838.5062650629,1
37589.86764474714,41016.94788232125,48,0,6,7,109031.5475289654,23,447897.453613326,0
134731.29815689338,0.0,25,2,11,2,731024.8318311378,4,45595.620252806446,1
60048.0867194934,64762.13103269995,48,2,6,1,978979.339391736,7,1766.4492970717038,0
119501.45492631514,0.0,20,3,16,7,104350.11596043002,1,303991.9655125697,1
75552.0991208423,0.0,55,0,10,7,63454.5789078051,23,429703.9705306982,0
62797.10850504677,41031.84319547166,33,1,20,0,487441.787549061,24,489674.9728507496,1
88300.8592931073,0.0,59,2,5,7,101970.5800184494,21,248870.55714616345,0
125037.44679233384,0.0,76,4,8,4,591703.0638264281,1,59103.56724257315,1
85869.65152248119,0.0,40,0,4,5,252408.4755690008,24,284460.7703983535,0
144814.66728288872,0.0,73,1,7,5,400147.59005145024,30,336236.47868301073,1
89805.78084640739,0.0,41,3,14,0,1068084.5887724948,10,282471.3204986011,0
101446.4101899826,0.0,73,1,19,6,137475.78202961665,4,432296.8452511129,1
40030.11103516458,35508.69281793205,50,4,10,5,192988.51438495828,28,49125.782482842,0
35058.67831807048,33323.59883878604,22,4,3,5,290062.7707448286,2,51551.41473031677,1
45030.933151049605,30748.71540010485,40,3,4,4,259728.28911988737,9,57230.19695005083,0
38402.387742892766,62826.52721032659,38,4,8,2,342745.7227321456,20,446121.55235834006,1
139559.57547439577,0.0,49,0,15,4,473791.18992214976,23,383246.74764795805,0
81170.9637203831,0.0,80,1,5,4,565144.6442706863,13,91676.53582846602,1
139244.37483007816,0.0,41,2,15,7,53026.41322118431,16,56443.52865010804,0
82224.77115661962,0.0,74,1,10,5,331332.0694297811,5,253974.83297784705,1
64292.84056328951,71043.67786686486,57,3,14,5,313358.06405723054,8,86542.72803147229,0
107048.67549334667,0.0,67,4,16,1,764514.1945574643,15,162689.0471394647,1
126697.926873196,0.0,42,0,10,0,588192.9363710611,23,295081.93729172763,0
101277.85944459253,0.0,65,3,13,6,187038.00968098457,7,331243.7801562626,1
83271.17380150012,0.0,47,1,3,2,685345.739748813,14,430076.3810278052,0
136165.72098851722,0.0,64,4,14,2,572636.6155270409,14,276025.0151905098,1
78505.94975063884,0.0,42,1,6,6,220914.65146456656,19,249078.48181875004,0
115018.73940808694,0.0,65,4,9,6,285312.89033020474,19,183485.01262613336,1
147170.348427612,0.0,56,3,12,1,756188.1470462161,23,40031.55284407539,0
51880.06953461992,57299.713683325484,62,0,18,4,445215.6455897518,29,171773.08550116888,1
121208.52732212722,0.0,50,3,17,7,107396.53016165982,11,210508.05357439263,0
144875.56932202628,0.0,71,2,10,2,321195.74410491204,30,298818.2594978261,1
125156.45135834374,0.0,59,0,10,7,58251.01668150822,17,38431.12979622648,0
121889.16687757031,0.0,36,1,20,4,310086.8459280085,9,7101.50503154533,1
34501.42255795597,23096.038574426333,57,1,15,5,392352.2073970721,9,391263.852643873,0
59177.72689398088,65961.2909042752,68,4,8,6,236701.99171544283,13,237294.79038203188,1
