species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
0,0,56.2169955055673,17.933766797951048,180.03270767593145,3860.0047352758597,0
1,0,36.8618544892726,13.978007637164449,177.840195717524,3524.2793136429113,1
2,1,44.2992005490982,17.30089677149325,207.43366460948621,2700.0,0
1,1,54.5012183369183,20.111251684229508,218.7098055255201,3531.0045171120696,1
2,2,49.1450894603579,17.48682153568537,190.1904307454753,2700.0,0
2,0,43.5098761227145,15.63550934848461,203.93878203397986,3917.916418729275,0
2,1,41.6207442255048,14.902042927829577,200.09268753795408,3561.4900571392122,0
2,0,47.4680438372502,18.979759759754398,176.65325667844218,4359.226691920399,1
2,2,43.287420303395,20.8625328053424,204.1275464808607,2765.3140867268035,0
0,0,56.2778726559569,14.608722475534117,182.850630808105,5283.51872529656,0
1,1,41.2115703692758,17.847572575869386,190.08798941922566,5622.826432647415,1
0,0,52.0194842910876,15.840036820928992,197.8913567477177,5213.463963979974,1
1,1,47.7180395697825,19.27219278497277,175.5753794979724,5565.075126719348,0
0,1,38.5849981533638,16.647426787225594,172.0,2853.822556201945,0
0,2,43.8224194016208,13.980593780821273,172.0,3333.0200068484687,0
0,2,40.2891676474955,15.94155457704019,196.96253995858655,2700.0,1
0,0,52.533003649289,15.988547783662783,175.81431857152967,3014.519473565888,0
1,0,43.4403831694022,16.711038370142525,207.47388705369744,6208.6137294532455,1
1,0,45.452705993649,18.16486349404144,231.0,3921.0062548088176,1
2,2,46.3362860495155,13.1,183.47606818568434,6060.416701274131,0
0,1,53.130269971925,17.549553090927034,216.34007381407181,3912.4738054540635,0
0,1,43.0686359239396,15.669763996220599,209.01971759447542,4086.1116537050993,1
2,1,55.4179193893771,20.0564870886637,173.2141189528878,6125.633556565663,1
2,2,47.3503320913051,19.035580514510045,181.20727772113204,2700.0,0
1,0,35.9296314681822,17.22496752590752,184.05366137065113,3414.9351768766596,0
0,0,45.6111395612464,17.81009999030726,215.00182131153312,3778.5322287820845,0
1,0,42.8014284780784,17.36688896006145,211.649534110558,4548.797780135823,1
0,0,54.514688663686,16.737585560275697,172.0,3623.4164564944385,0
1,0,48.6773460434771,17.44832896635324,199.1493933363614,2700.0,0
2,1,57.5152135801969,15.045295299078981,218.04527236310912,3502.934056493286,1
1,0,59.6,16.412084934632063,209.0222517779228,4623.983893633771,1
2,1,58.8616562223226,17.698398047837895,176.23254572305166,2790.822034741168,1
2,0,40.0099634952389,13.1,190.18516783912753,2913.7243397854636,1
0,0,43.312185607184,16.57265495241907,206.8022492831956,4997.483909969069,1
0,0,37.1510257049882,18.60807858415217,178.8500716205976,5053.241076497766,0
1,1,41.2115703692758,17.847572575869386,190.08798941922566,5622.826432647415,1
0,0,45.5619722219177,15.294545517496685,197.31835034333463,3445.722972549186,1
2,1,41.2871291183198,19.36142949080898,231.0,2700.0,0
2,0,53.5639586427904,16.626288372991812,209.1864331110259,3493.534647081268,1
1,0,42.1981387802816,19.042417122995488,201.71922888551615,3743.931340166777,1
0,0,46.4999327546681,19.316542396247648,185.5123129100706,4436.343746764707,1
1,0,35.9296314681822,17.22496752590752,184.05366137065113,3414.9351768766596,0
0,1,46.7869685951515,14.775622606095382,207.99242489023405,3565.2421110588157,1
0,1,38.9762777522281,20.21181586589785,209.40493747003572,4579.581344275375,0
0,0,45.9422910144732,15.409492541519079,196.32738136334072,2700.0,1
2,1,57.1580723020486,19.40923576422199,187.73184338204305,5440.106801613961,0
2,1,44.1638443688949,16.665727376900037,209.20425596373772,2700.0,0
1,1,51.5909314757783,16.452206536085995,190.812296022057,3702.5989627979798,0
0,2,41.3731656187601,13.679873710863264,217.00260614180806,3800.239360179195,1
0,1,53.3385854724325,15.700826699908328,193.7811841748496,2700.0,0
0,2,45.9782901760901,13.1,213.836856090691,4225.114229040802,0
1,1,45.3532932631092,16.453828317240685,177.3682189867621,4686.751091851237,1
1,2,52.4449668997733,13.451389975644123,187.53441154560824,3439.867411022649,0
2,0,52.2495932334189,15.517877634392049,172.32096912675723,4136.069247868859,1
1,1,46.2417656559352,18.494787146254655,172.2819460905308,2867.7794710059748,1
2,2,38.0865037705332,13.776289374896093,172.66850633083857,3299.0857716488063,1
0,0,45.1767331411271,13.1,209.58116768082812,5092.7907147962715,0
2,1,46.7286118172365,13.1,195.2133449058043,2939.376833434334,0
1,0,59.6,16.412084934632063,209.0222517779228,4623.983893633771,1
0,0,43.4854642246709,15.322529879948954,172.0,2718.6549346356596,1
0,0,55.7778757483862,15.121687368844599,184.72449486944703,4504.860076938898,1
1,0,35.7923712499674,13.894093915428432,181.89025708436955,4043.2440759782717,0
2,1,56.3119844321214,16.24954154976149,185.40272896033207,3103.8454586003977,0
2,0,44.1175943429383,18.622386488108233,172.0,6300.0,1
1,1,47.7180395697825,19.27219278497277,175.5753794979724,5565.075126719348,0
1,1,38.253562413544,13.1,206.9112116482148,4949.986190325446,1
2,0,59.6,21.402776532460162,219.67311877107673,4901.143205180052,0
1,0,42.1981387802816,19.042417122995488,201.71922888551615,3743.931340166777,1
1,1,51.5909314757783,16.452206536085995,190.812296022057,3702.5989627979798,0
1,1,58.8813308640134,14.3257310007167,196.40658596195865,5623.205134777259,0
2,2,55.8128898265699,20.249391584032914,199.42925219147486,4206.146659919236,1
0,0,48.3539132517578,14.816782487306563,209.7752834671325,3574.99352110952,1
1,1,50.9752787032769,17.797036195829126,206.29352159658922,3948.123618335833,0
1,0,45.452705993649,18.16486349404144,231.0,3921.0062548088176,1
0,0,46.6797315452223,13.1,204.32018468569447,4952.384570905575,0
1,0,37.2108114146556,13.1,188.72554736358913,5077.96103443761,1
2,1,44.1928562110025,15.250806984976538,202.9552617465704,3586.8496476027058,1
0,1,42.4084037638526,16.694815000782256,206.99107296934042,3798.4286145729875,1
0,0,40.4356280751504,15.071112558259987,218.4968583138768,3257.957511929106,1
0,2,57.3854328441162,16.53406000902529,178.44107694592336,5804.0704208930765,1
0,0,50.7975819182599,17.33712597877628,190.2332588826307,2819.9523365698624,0
2,0,32.1,15.390730451131706,184.4239335588957,4117.403960614752,1
1,2,42.8595247620827,20.299033895369973,173.54659452276874,3662.5101749709943,0
1,1,47.2056099615405,14.773811743723561,213.51949992007908,4178.19543098919,1
0,1,59.6,14.132680031456283,178.51469775016668,3681.3084966403026,0
2,2,56.8554227149179,13.227201581558132,216.3859076880063,4977.771046868349,1
1,0,59.6,16.412084934632063,209.0222517779228,4623.983893633771,1
0,2,42.5799156234409,14.053844646057316,172.0,3669.0250136087916,0
1,0,39.6386362581612,16.543409272924947,188.650775378189,3699.2332277519263,0
1,1,50.9752787032769,17.797036195829126,206.29352159658922,3948.123618335833,0
1,1,42.2715373599514,17.828501155620717,181.18618920989766,4416.989719142878,0
0,1,48.653229833088,16.620191394274894,184.46532645210604,2700.0,1
0,0,54.4190390957725,18.11212166201709,179.83142507003993,3183.6369723011894,1
1,2,52.4449668997733,13.451389975644123,187.53441154560824,3439.867411022649,0
2,0,59.6,14.315468830418041,202.31295444111464,5162.539899777041,1
0,0,39.715704208757,16.03442118235368,201.84119170532637,3299.798334711024,0
0,1,54.5033428126342,17.16067336333256,172.0,2934.9583392442337,1
1,1,47.2056099615405,14.773811743723561,213.51949992007908,4178.19543098919,1
0,1,35.955803533193,16.610517583060943,191.65462235661892,3549.0528827044714,1
1,1,46.2417656559352,18.494787146254655,172.2819460905308,2867.7794710059748,1
1,1,48.5800413690374,16.83180670309715,172.20419064218783,4284.389824547781,1
1,2,52.4449668997733,13.451389975644123,187.53441154560824,3439.867411022649,0
0,1,42.7911645870287,14.162806530096136,190.01365049154126,2700.0,0
1,0,54.2102163597894,17.686499028907924,174.59405781072786,4664.043468779399,1
0,1,48.0571324155449,15.763051133752553,213.88495566920724,5226.740627284015,1
1,0,51.5797996155798,18.14721077063647,195.83541866663583,4151.701409397754,0
1,0,40.4284536914546,14.73152057433311,185.50246345253044,3775.4268938745827,1
1,2,52.4449668997733,13.451389975644123,187.53441154560824,3439.867411022649,0
1,1,51.5909314757783,16.452206536085995,190.812296022057,3702.5989627979798,0
2,1,51.722244919874,13.683269677464342,190.25234981013355,4380.402307439118,0
0,0,42.4626578440272,19.572661792766098,193.38304885268127,5814.61029153986,1
2,0,55.5421818066878,17.39443178660111,190.99399393327843,4991.995386660259,0
2,1,54.5370479241997,20.31234766155125,195.06746846192695,3025.251908734761,1
0,1,47.9321497171368,18.232783448471444,201.04188478221815,2700.0,0
0,0,39.4731535293092,21.5,186.29282604222587,3737.2551191247676,0
1,1,59.6,14.986850998267325,217.5996408926919,2902.043131199871,1
2,1,52.1043769054916,21.5,212.79697672187257,4014.4956886691457,1
0,0,39.2965905030082,15.97481534465995,214.28493597187077,4546.7147830804515,1
2,0,54.6217090892847,16.982088762548088,204.44518293633152,3659.8573995381653,0
0,2,43.4016609418214,16.98792680884746,204.9370171392021,3964.7331412006615,1
0,1,44.5644376095823,15.678837997080311,184.93874915692317,4560.777476066063,1
2,1,52.2728425349463,15.279729253340157,182.77284518567413,4013.4869440046155,1
2,1,39.8202284229851,14.147522832359243,173.38748179285147,3170.7898814153955,0
2,0,54.4371629478011,15.181902164978371,198.08299317413505,3756.079618815397,0
2,0,49.8865075392066,16.745312139629913,217.65302023032177,3154.771767612996,0
0,0,56.2169955055673,17.933766797951048,180.03270767593145,3860.0047352758597,0
0,2,47.2168180286194,14.892186182646366,183.19280020075686,2700.0,0
1,0,59.6,16.412084934632063,209.0222517779228,4623.983893633771,1
2,2,40.5045994462025,17.886396529049296,199.27169422114028,3362.578547479962,0
1,2,33.404898085927,16.083034975473655,198.79693143472107,2724.4117382058857,1
1,0,48.9880712791377,16.347238079125095,199.4454631545421,2700.0,1
2,1,39.2240647853387,13.1,198.73515159578187,2944.2001447646567,1
