species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex
0,2,45.3810067975413,14.411806125013841,218.25407282994095,5217.058691894843,1
0,0,48.4412613230487,18.530025433435206,191.67906521140875,3672.6908639136373,0
2,0,43.965889579963,14.675290225576102,215.6288013732306,4587.529396774982,0
2,1,41.0369953674282,15.092442253758101,201.07461247534815,4492.334048411896,0
2,0,53.2709701160458,16.276420530653514,223.90825567540782,5657.652958397857,1
2,2,43.6007095957488,14.152801304043038,227.07836110758626,5431.061801717385,0
0,2,41.0947268287308,17.772630342634262,178.4372893655654,2984.5019430828715,0
1,1,46.7485974434083,20.257922485389027,193.760949762875,4205.8801952161175,1
2,0,49.8336689664409,15.915453964316587,227.2974434319253,5471.192825576918,1
0,1,47.2934298052755,18.382273279639843,175.03005662360292,3394.651632876038,1
2,0,41.669914085138,15.538733933076323,202.2588394862307,3679.1180306635033,0
2,1,46.1120329367594,16.038162690529234,193.90352142065743,4459.142887516478,0
0,0,41.7609821452453,16.455194944385802,186.35949440800425,3290.828274572738,0
1,0,46.0236845376336,16.476984421508433,193.77447404923748,4105.434426082515,0
0,2,46.9673954153468,20.29901976250126,198.76787085020135,5359.594211003525,1
1,0,40.5160271670268,13.987817782227802,208.52996657152732,5595.118915303674,1
2,0,50.8049905217873,16.649510601723307,211.64694071816797,4895.37090025058,1
1,1,46.7485974434083,20.257922485389027,193.760949762875,4205.8801952161175,1
0,1,40.6177600069904,18.60582890709214,184.0364883242914,3880.0245475922907,1
2,0,45.4058681554875,15.580745311713768,195.35268652991562,3617.202092032154,0
0,0,42.0792276230295,15.939585953537929,189.09774002314234,3563.775694131127,0
0,0,40.1157923597121,19.15969001266948,183.25508085430945,3919.426068886459,1
0,0,36.0608836516104,18.202130419135372,177.41686984893556,3202.2609534307444,0
0,1,43.1244969590632,19.14490513235962,174.08731123363367,2933.583630846581,0
1,2,38.1453466700529,14.926598944799414,194.08153013408702,3797.388971912971,1
0,1,46.6767896916177,18.433004198180598,192.13467214069274,4162.773595000113,0
1,1,51.0051238493002,16.56609066245495,215.1644320382469,4674.726938656079,1
1,0,46.0236845376336,16.476984421508433,193.77447404923748,4105.434426082515,0
2,1,48.0476327576857,16.94561793797281,187.53210838211834,3918.487742211694,0
2,2,46.9353978702078,15.69368122654047,181.63653347237926,4274.489356904296,1
0,0,32.1,18.759205510258774,172.19708614981622,3169.152379776218,1
2,1,50.2911217811855,15.644253680473813,214.3964926190074,5533.757876766636,1
1,2,40.5584319874756,13.534253810747614,216.67899466365466,4834.020923130141,1
1,0,41.0071308201917,19.319558460580538,187.18416142381466,4100.783534702671,1
0,0,45.4679433181562,15.926698076870395,185.742010860107,3515.921844452559,0
0,0,45.53553421653,16.291600021183605,209.16592128334923,5077.318401598395,0
