salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,target
142409.77646874572,0.0,28,2,6,0,900000,1,250050.54083357658,0
76830.32493595006,0.0,20,1,18,5,0,1,266130.5579389119,1
81447.25510171865,10912.957362369529,42,4,7,0,0,20,159396.9304899651,0
112903.52927885397,0.0,68,4,14,3,600000,28,139088.1961589472,0
119704.29786430736,0.0,57,3,20,2,0,20,0.0,1
87689.12956005272,0.0,49,0,17,2,0,3,371000.4066926166,1
41675.66858473635,75000.0,59,3,20,4,500000,15,484714.8975594117,1
126479.28908868194,0.0,68,3,15,6,300000,8,315054.2401647959,0
116431.9216169808,0.0,53,1,3,4,500000,11,103050.80276523322,1
55368.21029596013,41480.93098202272,36,0,10,4,500000,10,459317.9428020362,1
53428.23059944351,47880.39504698396,58,1,19,5,0,20,443813.7082969957,1
87728.67805820181,0.0,38,0,18,6,300000,5,252031.22827762042,1
99598.23408327239,0.0,55,2,13,0,0,13,226936.72331087347,1
104760.3177183498,0.0,69,4,1,0,0,9,371375.8920748433,0
30497.055294432357,72867.80461753895,29,3,10,4,500000,17,95611.0452047787,0
53821.662831561145,62329.260580364644,20,2,13,1,800000,10,224763.92747599373,1
23399.192396734194,10000.0,43,0,20,1,800000,13,288365.16129534255,0
84612.61734302757,0.0,51,4,6,0,900000,3,7739.097397769772,1
135828.3709650768,0.0,25,0,6,5,400000,13,354603.9524075301,0
122626.6698394529,0.0,37,0,11,6,300000,7,495036.37748144276,0
128842.3635804085,0.0,80,3,16,0,900000,17,205890.8573332519,0
79574.11529100008,66320.1905796773,76,4,3,4,0,9,169852.07060010068,1
123411.03707913007,0.0,27,0,9,6,300000,8,436767.21572110004,0
50959.069163893924,17196.16025406325,20,3,7,2,0,9,195537.1624456519,0
29840.82860376895,51664.7598569019,67,4,2,7,200000,21,75590.80880603266,0
118325.01315290286,0.0,80,1,12,7,200000,17,225259.66569598013,0
24618.411887668746,24795.74747103603,72,4,15,8,100000,19,390491.23736317165,1
91865.00247209624,0.0,80,1,2,2,0,20,32695.419653106397,0
45801.3789928481,19586.059328407737,67,3,18,6,300000,9,255113.9378066488,1
121090.37416844704,0.0,80,2,17,8,100000,1,271910.7725927345,0
73119.32077837478,0.0,59,0,12,8,100000,3,386189.7734217877,0
53027.794063760084,43961.82137645467,73,3,3,6,300000,16,323019.8526291138,1
66750.63912055221,53562.22040425187,25,2,8,3,600000,13,228512.232092896,1
46214.22022774012,49453.439961705524,35,4,10,1,0,16,470149.01673248823,0
132883.091678225,0.0,74,3,10,0,0,25,152516.74236515543,0
130896.75570732787,0.0,49,2,20,0,0,16,160364.7784231194,0
108120.21155792699,0.0,54,4,10,0,0,19,381365.1773384448,1
95680.6282666651,0.0,43,4,16,1,0,26,44794.55392453831,1
86129.9922651416,0.0,73,0,20,6,300000,28,50133.89084749701,0
95883.04341464023,0.0,66,2,8,1,800000,11,50697.17056945943,0
29312.70742474338,53898.98800719647,30,3,15,1,0,3,42376.90722386111,0
59256.57878204327,25161.07444299724,76,2,12,3,600000,7,264826.00219804456,1
57832.9279468624,28539.79176752081,73,0,11,5,400000,9,436271.4938722444,1
97287.45080797297,0.0,80,3,3,7,200000,17,278843.5007812686,0
150000.0,0.0,61,1,3,5,400000,16,393697.2773036848,0
48324.987900979875,12865.67584325176,63,4,10,6,300000,25,430090.3153081322,1
24048.185926699916,56774.42360522346,77,4,19,8,100000,28,265822.4803360034,1
30488.9777440456,51977.18923531296,80,0,8,6,300000,22,342970.39240854257,1
48995.38280164896,71501.68271583771,49,1,20,3,0,27,232342.4522234518,0
134554.95257004118,0.0,54,0,5,1,800000,6,460753.7496624024,0
103418.80985287523,0.0,53,4,12,0,900000,12,117903.51207232461,1
103567.20428220317,0.0,33,4,15,8,100000,9,445699.31642862194,1
121507.3445110325,0.0,62,1,16,1,800000,1,392727.7392470479,0
103284.16683764498,0.0,45,3,13,1,0,29,158828.06936232024,1
34165.97128512771,52436.583565299465,53,2,19,5,0,3,160048.23624030373,0
39401.47289771717,75000.0,27,1,10,4,0,27,491591.4154345328,0
103204.29061364349,0.0,31,0,15,1,800000,10,440969.26582451793,0
135128.83737968974,0.0,26,2,1,2,700000,1,30615.785710065145,0
105184.23155105926,0.0,79,0,13,4,500000,11,445914.53847331146,0
45288.19629047109,39525.79463212007,68,1,14,1,0,10,19488.09924742527,1
39700.86824788058,52663.700032382294,45,3,12,0,900000,28,114754.81479872696,0
20338.320332011863,13629.704587447386,61,0,19,0,900000,23,329682.93204749405,1
104564.03004484615,0.0,31,2,3,7,200000,15,218883.85174476053,1
66093.19930074184,49689.97938820395,21,2,7,7,200000,28,339385.69909888145,1
126927.90324808308,0.0,65,1,8,5,0,30,358909.69228799985,0
105158.0848390713,0.0,26,4,11,2,700000,1,330995.15020392626,1
72382.97339978653,15925.198906287002,74,4,4,4,500000,7,113999.63460640862,1
114970.72951526393,0.0,24,3,20,8,100000,1,443939.1683533425,0
126077.31329022876,0.0,51,3,16,2,0,23,76463.00687197864,1
91293.20937335727,0.0,74,2,7,7,200000,18,388760.21736607054,0
122365.5532668446,0.0,62,3,8,1,0,2,239417.7960480915,0
72038.88271078638,0.0,34,4,3,1,800000,22,447806.88644652895,1
91889.26071917168,0.0,35,4,3,1,800000,27,305482.50105338864,1
111131.25308104804,0.0,73,3,16,1,0,27,477049.5164344109,0
22489.860056037563,60979.92759372943,69,2,7,8,100000,30,0.0,1
104345.42030898813,0.0,33,4,11,7,200000,15,203351.00895067185,0
125309.18975406195,0.0,27,0,3,4,500000,15,358013.20694428514,0
74103.80571624487,0.0,66,0,10,2,700000,7,211008.8261584508,0
38811.67334561831,29159.411530863632,25,0,2,6,300000,12,482499.83759255864,0
110673.18458626249,0.0,31,1,4,2,700000,8,300611.1951383218,0
68975.43462283735,43459.99408047958,71,0,20,4,500000,25,38360.16994536931,1
139503.4236460441,0.0,64,4,6,3,600000,17,366950.4846005703,0
98219.78021076013,0.0,22,3,20,7,200000,15,386260.04850041063,1
35786.92673573882,26646.890864402947,35,2,15,4,500000,14,500000.0,0
32627.943463654323,69631.30985482396,30,4,2,5,400000,3,309146.6472480327,0
150000.0,0.0,53,4,1,1,0,26,137707.25499629742,0
89114.6154386336,0.0,58,1,10,7,200000,19,269235.25916837854,1
95122.72865648511,0.0,43,1,20,1,0,7,299462.42847858334,1
52860.98499637834,58507.17966294571,23,4,5,0,900000,30,106193.27605106437,0
143627.16707794633,0.0,51,4,12,1,800000,23,192694.4026754756,0
76830.32493595006,0.0,20,1,18,5,0,1,266130.5579389119,1
84350.66772709554,54829.156096293074,36,3,11,1,800000,23,500000.0,1
143474.88763605323,0.0,26,1,10,7,200000,18,247245.59545895932,0
103841.0844589099,0.0,46,2,16,5,400000,29,445718.731733303,1
70000.64300756526,45654.75339833433,27,2,2,4,500000,17,202861.518143811,1
56601.62402660302,47456.961985004906,61,4,11,7,200000,20,108395.90148607179,0
48995.38280164896,71501.68271583771,49,1,20,3,0,27,232342.4522234518,0
124188.44728564797,0.0,44,4,11,8,100000,4,253629.3117016006,0
54730.72791735792,70480.08451431763,65,2,14,6,300000,25,474254.38905013347,1
74884.07591779238,0.0,23,0,10,7,200000,25,330737.4485889912,1
146664.9953349284,0.0,65,2,5,0,900000,29,346261.6671965872,0
59018.06947029676,27007.615548183592,65,0,12,1,0,15,64428.0058511612,1
109545.35000199935,0.0,33,1,8,6,300000,17,170915.5059647009,0
129448.11248207776,0.0,58,0,8,7,200000,26,79576.80507213227,0
113109.53596158695,0.0,20,2,5,7,200000,15,123335.4277522495,0
121110.03803431903,0.0,56,1,7,6,300000,13,288699.5666060952,1
62647.955612782986,19122.80237850172,79,4,14,2,0,11,500000.0,1
66627.52944670536,18477.615792067485,28,4,10,5,0,26,244351.37163602957,1
119669.869513163,0.0,41,1,12,7,200000,17,227040.0855526237,0
33913.375733722496,18863.81621203388,73,1,8,6,300000,7,185333.64615379804,1
56048.72029586148,65249.55861469848,32,0,10,6,300000,22,271924.412598923,1
81447.15916279677,23296.90911991586,64,4,3,8,100000,1,500000.0,1
51553.22262428521,50459.72920149015,37,4,6,8,100000,14,333464.4278097005,0
140075.7032314699,0.0,62,0,2,6,300000,29,232605.9006889256,0
101252.0999667955,0.0,51,0,20,2,700000,23,377094.92535637604,1
147859.52971553654,0.0,77,0,14,0,900000,14,151806.66569287688,0
65667.17215467565,47897.43016257024,28,2,7,0,0,18,189157.2001985623,1
99987.6053531219,0.0,51,2,6,1,800000,27,451925.1881799703,1
48236.425969449265,75000.0,43,2,18,1,800000,1,304121.179865081,1
88922.40253432174,0.0,36,4,11,2,700000,30,446994.81964479224,1
121538.32413049838,0.0,53,3,17,5,400000,21,481682.19688864995,1
55826.46152518192,17971.186588563374,43,1,1,4,500000,16,396155.1849330024,0
20000.0,41953.48845069593,20,0,15,8,100000,14,81471.57649407185,0
71749.63195893534,26144.680063797197,68,3,13,3,600000,13,327507.211223793,1
128433.39539749034,0.0,52,2,7,1,800000,15,314293.8111178501,1
23909.809284080296,66765.46898467533,80,0,5,4,0,21,395638.9674202059,1
113880.58532923915,0.0,24,0,12,1,800000,2,346933.06214421324,0
130311.9229970462,0.0,43,2,8,0,900000,19,344829.85862574406,0
123301.11964431738,0.0,25,4,2,8,100000,17,436732.50946473377,0
146610.258318488,0.0,61,0,11,6,300000,16,175398.0422987109,0
51553.22262428521,50459.72920149015,37,4,6,8,100000,14,333464.4278097005,0
143616.47260453555,0.0,24,4,14,4,500000,23,338174.5736607574,0
55591.896811146704,32848.81989828659,35,0,20,3,600000,9,436404.0477318334,0
97835.61288400569,0.0,66,0,10,6,300000,29,74821.55606062693,0
23541.637176802764,75000.0,57,1,9,8,100000,23,468088.9073840902,1
39448.39345940312,42989.899218167986,75,4,7,3,600000,29,136347.18607916657,1
96723.85503860033,0.0,46,2,11,1,800000,6,187573.02315189524,1
114217.169239881,0.0,52,2,4,6,300000,27,288807.3834828059,1
96987.31845266865,0.0,33,0,15,3,600000,26,71169.99359357184,1
53763.074459148054,75000.0,45,3,1,7,200000,6,85919.63471527965,0
149632.06395836629,0.0,64,0,8,5,400000,13,128241.03911315037,0
33431.96455748861,48093.011984169934,71,4,18,7,200000,22,0.0,1
88250.33989614462,0.0,59,3,13,5,400000,14,293370.4100278872,1
65055.038523829775,30154.61295240797,77,3,6,8,100000,6,393660.6627439377,1
41993.93817806115,75000.0,78,4,4,0,0,18,389388.5224598941,1
94038.14195622067,0.0,45,3,17,3,0,27,84749.8331975749,1
73452.12347990157,31268.220760224027,44,3,19,0,0,27,321418.04048488016,0
27848.869325441952,75000.0,26,3,18,5,400000,1,36894.82160159007,0
30933.299557773935,57181.601582129704,55,2,5,6,300000,5,27674.303676716772,1
53027.794063760084,43961.82137645467,73,3,3,6,300000,16,323019.8526291138,1
41259.81940242428,61414.07465460077,73,1,6,3,600000,12,335064.841789167,1
79416.99107771291,0.0,20,3,4,7,200000,29,81974.70805394308,1
134201.78282327292,0.0,30,0,14,6,300000,3,53616.941812449906,0
99032.8073458524,0.0,28,0,2,4,0,18,348189.2396491624,1
24600.942751954197,11869.424861374617,46,2,17,5,400000,28,356019.96589636296,0
147887.74329471774,0.0,22,1,17,4,500000,4,278550.1111504877,0
77851.24304751358,0.0,55,4,13,4,0,7,483678.9710559485,0
62584.435022682264,45023.153876719865,35,4,20,8,100000,19,0.0,1
42223.808884285,72375.09430309312,80,2,3,3,600000,27,187822.32395690295,1
131302.10179459347,0.0,31,0,18,6,300000,5,111552.99564416606,0
133892.27372783658,0.0,65,3,5,1,800000,26,175907.4708485291,0
148447.06362913852,0.0,70,3,14,2,700000,5,261829.27174001583,0
56753.196079328554,36806.741004026044,65,4,5,2,700000,22,460611.1699743459,1
83488.78954252134,0.0,50,4,1,7,200000,16,367952.0971521002,1
44042.929969930796,57182.83267481743,28,4,2,1,800000,3,263449.09660782374,1
72239.7702402064,0.0,49,3,10,4,500000,14,211341.54276223457,1
128072.0610695198,0.0,60,0,5,5,400000,21,16082.822918312973,1
137200.41957683983,0.0,40,3,7,8,100000,14,361732.797806241,0
91414.97151724687,0.0,56,4,8,6,300000,24,184439.68742820554,1
66050.78914939096,12479.624344928841,71,4,20,2,700000,19,348653.1982256274,1
59142.15648296914,28932.92254597406,38,1,18,0,0,2,479468.61835407064,0
133182.90944106795,0.0,77,0,14,6,300000,4,205763.44597710404,0
31676.18785174069,75000.0,65,1,8,3,600000,30,81517.48033276715,1
66790.06550267244,61285.25808553399,53,0,4,6,300000,9,424098.92966111493,0
93368.4592500965,0.0,38,2,15,4,500000,24,122549.34402118546,1
41445.31911681391,66442.93696980787,26,1,4,6,300000,23,236899.45711652894,1
129495.37652287217,0.0,28,1,18,7,200000,20,150723.13676529625,0
112933.08012372062,0.0,38,4,3,1,0,16,149559.34861987171,1
130167.34829148927,0.0,24,0,10,1,800000,21,302444.69275924604,0
70181.82982156085,0.0,21,2,17,1,800000,7,357630.77313907555,1
42642.07056525492,55192.86541871207,80,2,9,6,300000,27,134585.80993290068,1
98917.76895192529,0.0,28,4,5,7,200000,16,400450.9656869892,0
20000.0,63349.46639896453,67,1,16,7,200000,14,244706.3213635315,0
136244.0075381316,0.0,45,0,15,1,800000,13,35826.32808493281,0
72038.88271078638,0.0,34,4,3,1,800000,22,447806.88644652895,1
98858.8514383507,0.0,61,2,4,0,900000,27,306251.16930699215,0
74309.3930570904,0.0,58,2,3,5,0,7,54740.50104900196,1
112514.75220637553,0.0,36,3,20,5,400000,30,378440.6878566085,1
137813.97701699994,0.0,42,3,17,8,100000,28,269847.94329594926,0
34801.93284423551,14340.71440464572,68,2,18,1,800000,4,3807.742856357683,1
48792.582062120695,14328.066549365618,23,3,11,3,600000,6,166204.53980695503,0
72239.7702402064,0.0,49,3,10,4,500000,14,211341.54276223457,1
97835.61288400569,0.0,66,0,10,6,300000,29,74821.55606062693,0
85295.56986126487,0.0,72,4,7,6,300000,1,164820.51854726454,0
83488.78954252134,0.0,50,4,1,7,200000,16,367952.0971521002,1
74103.49212439299,18916.828438423,20,4,20,6,300000,7,116954.65490430356,1
111353.37315926782,0.0,56,1,16,6,300000,10,430321.7745338594,1
109656.2065873838,0.0,76,3,5,7,200000,26,88170.87800730977,0
48114.71666306011,48678.22675328875,32,1,4,3,600000,22,470711.2941339414,1
141876.43315120364,0.0,43,1,17,1,0,30,500000.0,0
82023.62228088925,0.0,39,4,11,4,500000,13,400601.53495911794,1
51133.35524457419,20754.71955045601,67,0,5,0,0,24,436890.0191829586,1
73804.32181589775,42224.39059840018,55,4,6,6,300000,24,293007.37050339737,0
107828.84719137405,0.0,66,4,4,6,300000,8,350204.0697778345,0
106144.13448649234,0.0,37,1,19,7,200000,25,34485.63716859452,1
106166.02632580364,0.0,46,2,20,5,400000,21,369147.9667953188,1
54767.688889656565,24123.679002813944,51,4,7,1,0,5,73771.2074345307,0
137230.38548669478,0.0,37,0,12,1,800000,22,313782.10461683467,0
25546.061311119243,75000.0,20,0,2,2,0,13,352164.26330130623,0
147188.15491903346,0.0,48,1,10,3,600000,21,151934.3925934968,0
116815.22976194308,0.0,78,2,7,8,100000,15,231067.73481509113,0
47429.28803779169,43124.96058206695,25,3,11,2,700000,4,267518.67231844953,1
87543.56099527274,0.0,75,0,4,8,100000,6,59388.31080439496,0
90291.90445302379,0.0,32,0,3,5,400000,8,15763.214495153985,1
63914.43061790664,64510.545871298316,37,0,10,4,0,19,500000.0,1
147402.88934605767,0.0,41,0,14,6,300000,14,0.0,0
75888.13302742335,51100.04783702328,65,0,3,3,0,29,269534.2711405923,1
95224.13232552176,0.0,32,2,12,1,800000,12,164151.0219904937,1
59003.46054630174,10000.0,45,4,6,1,800000,20,434288.1573100506,0
112942.57750650571,0.0,48,2,15,0,900000,27,343445.16467333765,1
66431.64937468711,42857.79794675502,34,3,14,2,0,17,89048.51698046572,1
32954.34978347938,75000.0,29,2,11,3,600000,8,296773.92144583707,0
27621.01738556991,50773.08321961156,41,2,14,5,400000,24,423182.9413423439,0
128038.68337393427,0.0,32,0,2,3,600000,27,242033.76298691766,0
133674.6721818314,0.0,20,0,6,7,200000,12,144431.65947129228,0
54987.882889503424,42735.28455204526,73,1,18,8,100000,25,317897.3894780157,1
96380.40243170447,0.0,51,1,14,5,400000,7,151954.79361398588,1
91879.70385625119,0.0,22,3,7,2,700000,8,350635.7509573157,1
94147.03251807383,0.0,26,2,6,1,0,21,28619.54975862825,1
128038.68337393427,0.0,32,0,2,3,600000,27,242033.76298691766,0
144770.258524308,0.0,42,3,1,5,0,7,41673.086519851124,0
138985.63626506217,0.0,70,0,11,4,0,21,106439.9042598466,0
127591.24108563492,0.0,45,1,6,6,300000,6,350243.55920814554,0
39685.428382962156,38734.86462635769,70,1,19,2,0,28,5827.308081590931,1
113109.53596158695,0.0,20,2,5,7,200000,15,123335.4277522495,0
64201.96765703113,10829.919740629903,80,3,14,8,100000,30,96176.94103643051,1
116612.39698414109,0.0,54,3,5,4,500000,5,257501.74795195754,0
47965.09410579187,38686.302164368564,20,1,5,6,300000,23,303591.3155754573,1
25806.287129131473,75000.0,68,4,6,7,200000,5,205093.89582997363,1
97522.06467497413,0.0,42,2,14,6,300000,3,310143.66229994583,1
62184.14500541606,29954.64002828639,46,2,13,1,800000,12,287956.48230837,0
30655.670949735377,45747.01836300708,68,1,5,6,300000,9,457546.8117895827,1
64775.286964485684,26198.77093740705,42,1,20,4,500000,14,298815.07620477275,0
130167.34829148927,0.0,24,0,10,1,800000,21,302444.69275924604,0
93542.95935549287,0.0,59,4,17,7,200000,9,404200.9659909526,0
65797.84899574531,0.0,33,3,13,6,300000,5,128514.92833928806,1
72690.05608892212,75000.0,53,2,7,7,200000,18,45794.71457438384,0
75812.8508673168,0.0,61,3,16,0,900000,18,409481.82835746696,1
23574.958165242482,35363.89538095309,24,3,20,8,100000,5,99436.71621320394,0
55331.473735334934,75000.0,75,0,14,6,300000,1,457913.46368719946,1
91424.41166565321,0.0,28,4,13,5,400000,6,108635.02450929536,1
44085.40382814488,20466.78678199046,55,3,2,6,300000,10,374622.08307605336,0
133892.27372783658,0.0,65,3,5,1,800000,26,175907.4708485291,0
106166.02632580364,0.0,46,2,20,5,400000,21,369147.9667953188,1
37151.963325488665,75000.0,52,1,3,4,0,28,162601.33477242407,0
60870.51726232951,10094.804994709306,66,1,9,4,0,9,417571.421873163,1
28847.985005631745,75000.0,27,1,13,8,100000,25,185389.83009160354,0
51696.798353229766,50548.76273621733,39,3,16,8,100000,28,232837.63237364075,0
30497.055294432357,72867.80461753895,29,3,10,4,500000,17,95611.0452047787,0
41201.90985490497,40924.73551891999,68,3,11,8,100000,19,74149.16914982758,1
123364.32126920152,0.0,43,2,14,7,200000,12,194700.5501043597,1
83113.54997230927,0.0,68,1,14,4,500000,3,433654.36221176275,0
91411.79157440021,0.0,29,0,15,5,400000,24,414704.54834758403,1
101001.35485411533,0.0,33,4,12,3,600000,17,296231.131404553,1
56316.26217544379,10000.0,54,2,3,8,100000,10,277719.7107449821,0
122479.4964189617,0.0,57,0,11,2,700000,7,434812.6410516901,0
77205.90002728577,0.0,41,3,9,0,900000,28,114604.6673752997,1
95790.67665256902,0.0,72,0,17,2,700000,22,75124.6856358613,0
73984.61374135809,0.0,45,1,18,4,500000,23,248293.78725669303,1
109142.1505792409,0.0,23,0,17,2,700000,8,356888.7404155955,0
85113.2380282211,0.0,51,3,5,3,600000,8,500000.0,1
45308.47854296614,18843.77299018815,35,2,4,8,100000,23,70874.7915463265,1
53763.074459148054,75000.0,45,3,1,7,200000,6,85919.63471527965,0
107555.11005941776,0.0,72,4,11,1,0,9,337098.28672146384,0
66431.64937468711,42857.79794675502,34,3,14,2,0,17,89048.51698046572,1
150000.0,0.0,33,1,8,5,400000,23,143601.79538503947,0
96666.47465899709,0.0,34,3,7,1,0,26,198355.58689518255,1
91377.30596856687,0.0,72,0,19,1,800000,16,121515.61403713583,0
86642.75092483577,0.0,35,1,4,7,200000,8,425445.8057354451,1
118664.2166549037,0.0,61,2,14,5,400000,19,500000.0,0
20000.0,47286.222269327234,69,2,11,7,200000,13,336608.1290106151,1
20000.0,17920.873637510074,78,0,5,1,0,6,68196.89424613802,0
42464.575095573244,10000.0,75,2,7,2,0,1,464336.34706005314,1
64064.91018869108,60681.51782079387,52,2,5,3,600000,11,171469.8605526993,0
20000.0,16180.318626995306,60,2,14,7,200000,24,426930.40852077823,0
52836.97624311048,22432.003960866037,74,2,11,8,100000,12,146434.17477189464,1
56992.365231388925,75000.0,41,0,3,6,300000,26,337571.99456117034,1
36046.57416651306,68890.10150468869,45,1,11,4,500000,5,369787.3224910487,0
84975.27234918321,0.0,41,2,13,8,100000,2,438413.41933828,1
100668.12011732599,0.0,60,0,17,3,600000,6,458749.0660664575,0
133973.21807970572,0.0,30,1,9,4,0,1,132420.88314521874,0
110225.67156763372,0.0,59,1,9,1,800000,6,229260.108326972,0
79921.63825335752,0.0,39,3,7,2,700000,15,277163.5730540138,1
139959.24103773624,0.0,25,4,9,0,900000,4,404801.1253154633,0
132835.69547299357,0.0,55,0,2,2,700000,29,172721.1194724873,0
141055.70043939972,0.0,46,0,18,4,500000,11,434716.1950742377,0
40164.35636619379,22532.65959002787,63,3,12,6,300000,30,438160.64447620127,1
137707.28726722265,0.0,51,1,7,0,900000,25,469592.6105222108,0
36101.753217684745,56111.63006729375,20,3,1,4,500000,23,33420.4667470005,0
134151.13621535362,0.0,23,2,12,5,400000,10,101481.64096583833,0
61725.90069340911,10751.244293400283,33,3,9,7,200000,26,272306.2384857673,1
129896.271917823,0.0,49,3,3,5,400000,21,6436.873731623371,0
83152.92305001551,0.0,39,0,4,8,100000,8,218934.69612983285,1
127453.19499171473,0.0,33,4,14,5,0,26,57951.94890829635,0
105828.56387428955,0.0,68,4,10,2,0,26,256206.99098327564,0
47518.20648218403,75000.0,26,1,20,4,500000,21,483452.19478489255,0
133592.60558545162,0.0,45,3,15,7,200000,22,170121.72169710984,0
74928.77167075686,75000.0,72,1,8,0,0,12,212245.94431867928,1
119753.2935413849,0.0,25,2,18,6,300000,24,9468.025648701318,0
102789.92739848777,0.0,80,4,14,2,0,2,353321.20493166626,0
111409.53552862373,0.0,51,1,4,1,800000,7,83271.18684217482,1
73248.81697888093,52395.13188004262,40,3,7,7,200000,26,68120.89266463245,0
74722.29288675866,19192.007952228792,36,1,9,7,200000,28,313014.3169507189,1
146801.18453694752,0.0,70,0,16,2,0,6,93200.08807408408,0
57977.583936404364,75000.0,25,3,15,6,300000,12,401405.07883521187,1
35013.270409780416,19581.153213414444,39,0,11,2,700000,12,102616.25675152629,0
116871.26853662431,0.0,71,4,20,1,0,6,77271.11904267619,0
82106.38689447475,0.0,37,1,17,1,800000,1,131149.57464898756,1
90412.61980091265,0.0,51,0,3,3,0,8,470648.21935875056,1
127669.09592211642,0.0,36,0,17,2,700000,8,361296.45587877004,0
40295.82000056044,49019.24107890933,33,3,8,1,800000,21,215623.21126174205,0
44085.40382814488,20466.78678199046,55,3,2,6,300000,10,374622.08307605336,0
60388.19591856887,26102.842747970306,72,3,16,0,0,11,11413.141536809453,1
69583.92468185019,75000.0,62,1,13,1,800000,20,84231.15657566313,0
74283.45789102314,0.0,35,3,3,6,300000,4,384719.8626425516,1
38757.82062700373,25128.262414832978,26,1,8,7,200000,21,0.0,0
31425.817128073577,47720.41374990011,48,4,14,7,200000,28,265702.7955032637,0
71432.20472399761,27813.741987574038,75,2,2,0,900000,22,500000.0,1
68220.0470961039,71978.41826822798,20,2,3,2,0,5,473015.5301872351,1
54460.74718504114,10000.0,37,2,7,1,0,20,192040.02525368345,0
98858.8514383507,0.0,61,2,4,0,900000,27,306251.16930699215,0
143492.7258398338,0.0,35,3,1,1,0,20,120564.64378484503,0
107782.8926043215,0.0,41,4,20,5,0,24,242641.41039948756,1
79528.67206164137,59757.46277445368,29,0,11,4,500000,29,303285.1293722152,1
66854.64040231172,75000.0,62,1,2,3,600000,16,167798.10748622083,1
