salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,target
146588.23208441594,0.0,34,1,15,4,500000,20,0.0,1
73305.59684285516,51680.07975663511,57,2,5,1,0,23,2383.1995518097356,0
67696.62434308589,29280.57716180701,70,4,12,8,100000,10,399107.83516388736,1
47458.98464331626,13094.475702666196,48,2,19,6,300000,14,26309.77110701435,0
28026.455444258758,66552.64733636726,80,2,14,1,800000,2,169230.91406301974,1
92856.81993860469,0.0,41,2,2,5,400000,15,500000.0,0
78876.02547129097,34017.99384444533,30,0,15,1,0,23,290267.0167791395,1
118712.72751670478,0.0,60,1,19,3,0,10,128748.57474816602,0
39209.15306095828,22504.21884025437,28,0,1,2,700000,26,355580.69790551305,1
20000.0,47302.592017986244,47,4,19,1,800000,8,500000.0,0
31297.23983661739,55020.60720098913,25,1,9,8,100000,14,500000.0,1
139357.90467950306,0.0,47,3,4,5,400000,20,85981.33397455154,0
80564.29229476592,0.0,66,2,5,8,100000,21,273135.37636125233,1
54430.93314686729,36059.82216993008,52,4,20,8,100000,30,314017.95607314236,0
44375.2724727661,19134.389049797537,61,3,3,2,0,1,28317.130735065308,1
131504.0848319369,0.0,57,0,2,2,700000,21,16299.620004751047,0
113678.32034574916,0.0,25,1,13,0,900000,8,472400.57647465466,1
86317.39359081782,0.0,61,3,14,4,500000,2,469285.11463997565,0
83163.4568319493,0.0,23,1,14,6,300000,11,448584.6747945245,1
72239.7702402064,0.0,49,3,10,4,500000,14,211341.54276223457,0
139939.7671391804,0.0,79,0,20,8,100000,21,292341.93113401294,1
115715.96195615968,0.0,50,1,2,3,0,14,289480.7554424608,0
101808.59408186552,0.0,27,2,3,5,400000,23,158319.43508542838,1
48860.248292268036,67506.37134604783,48,4,17,0,0,30,414058.1741875509,0
127613.92052659643,0.0,66,4,5,4,500000,18,415564.7739320514,1
61722.60003010305,42208.464020984145,36,0,14,0,900000,14,132885.10536113448,0
122076.34617872573,0.0,29,0,10,7,200000,2,350986.05182963907,1
27679.036077439618,75000.0,62,4,14,1,0,6,191090.28585930984,0
100561.12471863782,0.0,20,4,19,3,0,11,173180.84205039302,1
135777.11067789193,0.0,56,3,18,7,200000,26,300771.91001176246,0
97550.5933101175,0.0,75,4,9,1,0,1,198095.56653587942,1
138849.17651609486,0.0,62,3,9,0,900000,18,237972.04675087967,0
83272.7093363682,48227.77173985809,32,2,15,3,0,8,368327.30995677836,1
60766.11157499329,41406.37067699493,42,4,19,5,400000,18,55965.1269234019,0
83053.32251332341,56760.95621062999,30,2,3,7,200000,20,165519.21899954733,1
106348.9040923533,0.0,44,4,10,1,800000,19,492274.55625149823,0
135362.3739950532,0.0,20,0,19,4,500000,25,300259.3301531553,1
83411.03851744742,51013.02549604357,37,4,5,5,0,11,349011.46604258916,0
90109.69382470593,0.0,36,3,8,2,700000,12,500000.0,1
130455.10857831965,0.0,46,0,3,6,300000,10,122998.21495208226,0
20000.0,18526.341030356387,63,2,16,8,100000,21,480826.03877541644,1
84616.76607508847,0.0,50,4,18,7,200000,10,218214.08337019305,0
144019.9361989832,0.0,76,0,20,7,200000,21,358503.20189037663,1
89265.6529040692,0.0,57,3,5,3,600000,24,45985.50159911893,0
124964.29602749491,0.0,78,3,2,2,700000,16,203737.18330542845,1
36864.1879364805,75000.0,51,1,2,6,300000,6,429034.4414662352,0
146957.74548239438,0.0,34,3,18,8,100000,3,421421.3163922344,1
84045.20878164396,35666.53534051968,39,0,13,1,800000,4,221689.57957621972,0
75172.32642651323,0.0,31,3,17,4,500000,19,423383.7493942356,1
121471.9842524426,0.0,55,2,14,8,100000,26,306072.3496953738,0
22899.21609465858,43982.68036962349,61,2,3,1,800000,18,469473.6039138114,1
111000.37452344564,0.0,52,0,17,7,200000,16,46789.12631386461,0
23900.410632197163,23367.61463719284,25,1,19,1,800000,12,328901.50973771996,1
51916.731730855325,10578.17962180078,52,1,18,3,0,24,38013.784939956706,0
70546.37064409425,16799.275604701554,80,4,6,6,300000,2,451066.8784543593,1
79723.0950251407,67392.22463748921,56,1,8,4,0,3,377173.93157640204,0
40413.77658203658,60760.67383434537,80,3,12,1,800000,25,121410.45096909015,1
124793.52935915621,0.0,52,1,16,3,0,12,176281.93556120302,0
125226.35751678982,0.0,77,1,20,3,600000,7,252195.80901244254,1
83304.47816030328,0.0,50,3,4,7,200000,9,421757.5207589994,0
48299.81460018675,75000.0,60,0,17,0,0,1,493311.0119707951,1
22531.12260347871,41584.031562642485,43,0,20,7,200000,4,0.0,0
117700.67220059023,0.0,63,3,6,1,0,16,64138.38511993241,1
81280.24818764933,42400.68361386244,50,1,8,4,500000,27,37908.9693164777,0
104489.52214895994,0.0,68,1,3,7,200000,21,346443.3311567601,1
64032.74690064439,65800.96957258419,63,3,11,0,0,27,500000.0,0
34621.65822381497,59511.71052618732,69,1,3,1,800000,10,336665.3229029382,1
30510.8690982494,11322.506867099855,60,0,20,5,0,4,153119.71872311446,0
36220.78870266481,35951.68106263606,31,2,10,4,500000,6,105693.64562512559,1
80091.96437207444,0.0,60,1,15,1,800000,1,457885.3535719783,0
121180.57641147188,0.0,80,4,5,4,500000,22,119921.52111824686,1
73792.03408988524,0.0,57,1,11,6,300000,26,214638.8281827387,0
99805.9951777874,0.0,80,3,7,7,200000,27,359751.24362753774,1
128528.23229841508,0.0,59,0,4,3,600000,13,129850.35999691632,0
65201.04695426266,70695.39000956398,25,0,4,4,500000,26,268257.8790786895,1
75078.35439749883,0.0,47,0,16,1,800000,29,476397.1963625729,0
103937.05272161031,0.0,20,2,4,2,0,27,95142.02801713739,1
85613.06812504615,0.0,39,0,7,3,600000,21,386963.38547551224,0
69451.58879354734,0.0,34,3,17,5,400000,18,213630.88908866933,1
83886.65723706786,48052.595901188026,58,1,18,2,700000,5,63062.139144626235,0
61261.33353596342,52968.82719031752,65,3,14,7,200000,24,194410.21306895177,1
58647.90105277686,74937.13186732163,57,3,18,8,100000,6,128081.11266934748,0
37672.00970714287,46635.37762018057,62,1,10,0,900000,10,454861.11094919353,1
48793.678772882995,20333.003013654008,42,4,9,8,100000,25,109876.2396048294,0
110251.18267258296,0.0,72,1,13,7,200000,23,93668.05444800471,1
77964.30703116924,0.0,43,0,1,5,400000,29,171399.6839324806,0
64636.21760942078,75000.0,31,3,5,2,700000,17,0.0,1
72524.35276247787,75000.0,43,1,8,4,500000,10,292538.85290087946,0
132034.91268534856,0.0,22,2,11,2,700000,30,311226.8993089419,1
92683.88202679112,0.0,47,3,14,6,300000,20,316259.0175034816,0
43349.161478230206,73011.72620645893,23,3,20,0,900000,24,313696.6930525722,1
86633.71167298302,0.0,43,1,9,1,0,24,335844.3316986036,0
94266.49209393519,0.0,32,2,8,6,300000,13,103563.41403213888,1
44593.86045031729,35624.03014782119,55,1,18,3,600000,30,155164.25883656772,0
117440.31210596113,0.0,80,2,4,3,600000,7,164297.94757173856,1
58410.469732437305,67885.61396804888,47,2,15,1,800000,20,40434.09859966814,0
46199.35034332938,37264.849427827095,72,3,11,5,400000,6,33949.22914490603,1
103971.02282253337,0.0,47,3,17,0,0,9,415056.89710619726,0
22712.882185109553,21850.805547087035,68,1,4,0,900000,26,499515.9988832171,1
136180.12347810372,0.0,40,0,2,7,200000,30,254222.82108644032,0
42585.82801409609,22892.232210187274,38,3,5,0,900000,19,86615.9913358292,1
45401.31027774728,75000.0,51,1,18,0,0,25,333728.9027686241,0
20000.0,50358.84896463349,20,2,2,7,200000,25,321118.18113572017,1
44236.33273383756,28561.750536916803,36,2,19,0,0,14,473002.0399245481,0
71042.20021359535,42901.76849313878,21,0,8,3,600000,18,34770.15683568048,1
73556.54901979792,10286.209528868028,52,1,4,8,100000,1,152545.7786433712,0
150000.0,0.0,73,3,11,2,0,19,314315.3621452936,1
35137.44098471205,34067.014455907236,43,1,3,5,400000,6,98664.15633282717,0
23833.342506892117,34760.192499229306,21,0,11,2,0,7,364266.22128450626,1
31729.089645615117,41837.514143997425,56,3,19,3,600000,27,167117.25038907552,0
49684.41317522141,45450.640004513734,73,0,17,8,100000,20,462566.398016979,1
67777.34991871714,43167.320019214174,43,3,19,7,200000,11,220538.3546328862,0
35321.837602031046,50298.41651851684,39,2,1,5,0,8,135522.69367572118,1
37291.599407377216,59961.078274544845,44,1,17,0,900000,30,393862.71638571157,0
140100.98401548603,0.0,29,2,1,6,300000,29,263037.3884370461,1
74108.73816879888,34706.83144174296,44,2,9,4,500000,18,400812.7691905498,0
101685.10981252641,0.0,63,3,10,4,0,11,216792.44816081953,1
69447.31288519314,70193.25281722349,46,2,9,4,500000,6,235316.02128461053,0
128843.7394791793,0.0,73,4,7,0,0,19,367135.26832519943,1
97894.11888666282,0.0,59,0,4,0,900000,2,227906.98551186285,0
99829.94376723886,0.0,44,3,4,8,100000,21,328633.8499187158,1
114262.31154143995,0.0,53,1,20,3,0,24,261208.52513309958,0
62424.439186740885,25519.812119581486,40,2,15,0,900000,4,472194.814648797,1
51908.824549163,69538.8264148573,47,2,6,1,800000,17,97222.20101285967,0
115140.30510057267,0.0,20,1,4,6,300000,15,354014.0149796701,1
96951.27646274533,0.0,53,4,16,5,400000,5,78709.78272600716,0
106408.00952226366,0.0,30,2,20,3,600000,29,451812.12006431277,1
44810.80080010993,52744.507481373505,55,0,18,6,300000,18,422540.8330031261,0
121774.34100561898,0.0,42,3,11,4,500000,7,73870.59995862457,1
71759.38923675852,60486.13110125636,58,1,7,3,600000,8,347554.7965025751,0
108257.28095147018,0.0,67,0,12,8,100000,19,500000.0,1
43631.170646434235,50729.896505318364,46,3,4,8,100000,25,278257.7102875989,0
79195.84064696841,45928.24941176312,69,2,18,0,900000,10,122498.15668943585,1
129616.57168214559,0.0,60,0,20,4,500000,22,277140.7185931537,0
114760.77017869757,0.0,28,3,18,8,100000,10,135864.6095061781,1
99848.64620775623,0.0,52,0,4,5,400000,30,309269.438672392,0
131881.6918051336,0.0,25,3,9,8,100000,1,410053.12940535916,1
125351.94212918112,0.0,58,0,3,3,600000,27,144451.2891031639,0
32907.892671007634,22478.737716968088,30,4,3,3,0,14,208158.57647054933,1
133218.6129494995,0.0,56,2,5,4,500000,27,500000.0,0
108463.36957193742,0.0,74,2,7,6,300000,26,224412.1457511585,1
71525.33218306977,0.0,45,2,10,7,200000,8,292418.9949753679,0
117489.95296862033,0.0,59,0,3,0,0,23,20756.51535677038,1
96714.90961689083,0.0,51,3,5,5,400000,29,375750.9375452021,0
76939.51983826017,0.0,67,1,20,2,0,8,246702.2028029833,1
70968.46350637084,0.0,38,0,8,7,200000,8,181685.01562475806,0
73214.526670489,0.0,25,0,11,1,0,17,304449.44784187607,1
65739.24624831254,71481.79394337653,39,3,16,0,900000,3,230151.37802461666,0
125658.71006892048,0.0,63,1,14,5,400000,15,311981.7438998948,1
81533.11032950567,0.0,40,4,19,0,0,27,367602.77121378854,0
25136.593952033443,43210.826053322555,80,4,14,2,700000,4,236158.68625598674,1
138170.15125417145,0.0,53,0,14,2,700000,24,85158.54668311492,0
104530.23493704105,0.0,74,0,19,8,100000,1,180122.0997604031,1
41453.15620853446,49384.50308031335,57,3,6,5,400000,18,142817.10763396847,0
99979.55000103888,0.0,64,0,6,6,300000,1,378493.8802400329,1
103804.4887788531,0.0,42,1,1,2,700000,9,413528.99350284814,0
31685.68095961622,12791.26682975378,43,4,19,5,400000,26,128967.38695928126,1
36283.809377644095,75000.0,46,2,12,3,0,7,65597.87810469641,0
43543.37542096031,33115.70080244544,73,1,20,5,400000,6,105738.55537414832,1
139829.36717451384,0.0,43,4,11,7,200000,30,426526.5489149662,0
46108.70179453807,55672.29138095079,20,4,14,7,200000,3,247244.6650654793,1
79318.39237388503,70499.16088746137,46,3,9,7,200000,5,500000.0,0
55713.24848416316,71701.28516597438,67,1,16,0,900000,16,42333.24567969683,1
117474.97547046188,0.0,43,0,14,1,800000,20,500000.0,0
34764.5466536817,20143.431985102332,73,2,14,6,300000,4,29101.496250365286,1
31363.66841063133,70497.8697002065,60,0,1,6,300000,1,75723.52483603104,0
88407.93755574318,0.0,32,1,17,2,700000,24,221906.37854803982,1
84157.46939234043,0.0,39,3,9,2,700000,1,280435.1165883148,0
76962.71526679714,0.0,62,3,10,0,0,25,152516.74236515543,1
123342.08546293603,0.0,48,1,11,0,900000,18,0.0,0
30781.403956630704,14892.884801559514,31,2,14,4,0,19,454585.55752298905,1
128230.28843291136,0.0,59,0,13,3,600000,4,265410.73700418667,0
85934.68332633618,0.0,58,4,11,0,900000,20,82794.26194369976,1
97322.0796267384,0.0,36,3,7,0,0,12,366472.98661671474,0
121922.52813212681,0.0,76,4,6,1,800000,16,135740.6875720251,1
85451.94884487527,0.0,46,1,17,7,200000,5,263187.60548488994,0
130421.45324200006,0.0,32,1,2,3,600000,7,69508.1954817374,1
42350.885827471815,41389.81084421371,53,0,1,3,600000,30,436478.98285270855,0
57005.244357974334,59439.23469528652,72,4,9,8,100000,1,405761.35792507464,1
47096.183357477246,61534.14185807551,58,1,18,8,100000,2,412387.86978536693,0
147269.2380485841,0.0,24,2,8,3,0,1,392828.35650117847,1
61923.074004591595,41291.40401285962,58,4,17,1,800000,10,369439.94690231304,0
73663.11261307885,43382.01226327452,70,1,5,7,200000,15,174285.11085958334,1
121082.82372015032,0.0,62,1,15,0,0,6,55296.4081390533,0
142063.91978994955,0.0,73,1,10,0,900000,26,26019.131445895437,1
43082.17126457962,75000.0,53,0,2,3,0,11,140405.29388610914,0
139315.78381443943,0.0,80,4,9,3,600000,30,233693.4454069908,1
104809.43382713225,0.0,47,1,19,2,700000,8,459003.07946718705,0
136383.85732711575,0.0,71,1,10,8,100000,16,479592.5212001983,1
144515.0217981932,0.0,61,2,20,3,600000,8,354160.11854945566,0
20000.0,72892.75573992892,26,2,14,3,0,7,361377.8575432192,1
22078.900643465484,21645.8003004577,55,0,8,8,100000,24,58065.56872506355,0
121019.22253583593,0.0,34,3,6,6,300000,30,49538.01255704653,1
79539.25929713888,0.0,42,4,20,2,700000,15,0.0,0
30497.055294432357,72867.80461753895,29,3,10,4,500000,17,95611.0452047787,1
83488.78954252134,0.0,50,4,1,7,200000,16,367952.0971521002,0
46934.41671706099,51069.27410876083,73,1,2,2,700000,20,133280.18503832564,1
71111.52082185165,0.0,54,0,10,7,200000,21,385522.42925867054,0
106920.95931799451,0.0,57,4,3,7,200000,19,469484.9599272511,1
150000.0,0.0,47,1,20,7,200000,20,218226.10085018212,0
43324.058947662816,41126.815714362405,72,0,7,6,300000,10,131608.62856347114,1
94438.91908730411,0.0,42,3,14,0,0,10,265643.249768284,0
135860.4988584899,0.0,70,2,3,2,700000,2,138314.0999922795,1
52569.22135588629,35718.598880395904,56,4,10,5,400000,25,37884.604054965,0
128090.8599052102,0.0,32,0,10,0,0,22,460493.01903535443,1
112508.06843537498,0.0,56,0,7,8,100000,9,116663.80637962143,0
56671.043074432106,66467.77774080401,70,4,3,7,200000,4,402965.1652889686,1
61934.918094658504,70279.78955097226,43,3,16,0,900000,2,136013.63137285886,0
125267.22216067261,0.0,71,0,11,8,100000,25,116961.09223188422,1
117359.00198996445,0.0,63,3,11,7,200000,3,0.0,0
71612.55631899054,68330.56588850616,59,2,14,5,0,18,8948.139865214544,1
33034.52746596153,14862.8628816163,49,3,12,6,300000,28,328706.5525373226,0
146796.60190534077,0.0,21,1,14,7,200000,23,297219.3330796583,1
60190.45162221865,29479.665398285164,59,0,19,7,200000,5,354391.8126922298,0
67003.5623472337,48037.20843731318,69,0,5,8,100000,25,413603.5196936419,1
133183.64118653248,0.0,54,3,17,7,200000,8,252794.5051805743,0
105767.40332390013,0.0,72,4,9,0,0,20,63221.18591447183,1
113584.87982293929,0.0,55,1,17,0,900000,4,474967.60449984594,0
59827.562557896745,55228.85180299036,65,1,7,5,400000,10,402984.7510308879,1
83736.30598547873,0.0,48,3,16,4,500000,27,220392.5071225997,0
139972.34979540683,0.0,23,4,12,6,300000,22,418293.2129681569,1
102781.57597205546,0.0,39,4,6,1,0,12,174220.2213121662,0
106941.56799870911,0.0,60,2,9,2,0,12,365019.46038742835,1
78331.16433775568,0.0,50,1,20,6,300000,14,48373.405214222716,0
57318.23034174654,18242.185502952532,26,4,9,7,200000,17,114888.89206622314,1
102123.15705645143,0.0,52,3,16,6,300000,27,422266.1844202936,0
148562.67671599152,0.0,64,0,12,8,100000,9,0.0,1
35476.982191543524,54379.421229693005,55,3,18,2,0,10,416988.07522866863,0
110029.38486810107,0.0,24,0,6,0,0,29,357481.6723172671,1
134132.37240645103,0.0,43,3,1,8,100000,7,494055.8380412095,0
89286.40497718741,0.0,65,1,9,0,900000,24,116876.0124365496,1
24679.54373614442,31274.16595471619,46,4,19,5,400000,25,375414.9032323208,0
111590.81468105965,0.0,27,3,12,2,700000,8,271975.73041435704,1
45273.41600584167,75000.0,50,3,6,5,400000,13,337318.3935982308,0
78040.41008879103,0.0,71,1,8,5,400000,5,493929.718197601,1
122484.03833370206,0.0,50,1,12,7,200000,1,422781.5508018532,0
23630.367520771917,75000.0,64,2,2,1,800000,16,280037.9845073651,1
56858.40987202387,18982.615738273817,47,3,16,8,100000,3,252412.57287151492,0
104616.69126196305,0.0,80,0,7,7,200000,12,468681.1410203674,1
45872.19342769164,36257.58478708926,46,0,10,3,600000,29,429676.9875943264,0
90722.34571803593,0.0,58,4,18,7,200000,19,113049.53081872752,1
89928.81010376022,0.0,46,2,12,2,700000,23,0.0,0
82626.68952584572,0.0,31,4,15,5,400000,21,251242.81595777665,1
55591.896811146704,32848.81989828659,35,0,20,3,600000,9,436404.0477318334,0
66431.64937468711,42857.79794675502,34,3,14,2,0,17,89048.51698046572,1
41004.95488871815,70055.068348993,55,3,19,6,300000,18,318910.13647843205,0
93522.44873455746,0.0,34,2,15,2,700000,1,139296.4098190991,1
150000.0,0.0,56,1,6,1,800000,5,290400.53957030305,0
103801.92521830139,0.0,29,4,19,5,400000,3,34777.63734256595,1
110129.79664667977,0.0,60,0,16,1,0,4,3663.7992380798096,0
148821.3144621008,0.0,29,2,1,1,800000,24,493777.898698922,1
89535.88377433551,0.0,43,0,6,5,0,12,68168.61636264811,0
32042.505594616166,68475.58956342973,63,2,18,0,900000,16,63252.89259194415,1
69963.69771076449,27150.964591838307,48,3,9,4,500000,26,299804.6523805703,0
107612.75370189699,0.0,29,0,9,7,200000,21,423876.3910868126,1
50239.31430681915,59149.30270611205,36,1,10,1,0,22,351971.4006350805,0
124854.96159328468,0.0,32,3,14,2,700000,14,250948.4866931096,1
65343.481901936095,64950.34727640752,54,0,11,6,300000,11,454466.93502159364,0
108422.50810278201,0.0,79,2,4,5,400000,20,139720.30744499736,1
118491.0926949852,0.0,52,0,11,6,300000,10,286546.17466038873,0
104519.28407405423,0.0,74,0,18,3,600000,5,170430.81881502664,1
87618.34036816357,0.0,61,2,9,1,800000,16,268046.85476082447,0
104181.644688366,0.0,73,3,9,8,100000,28,370987.04948772927,1
100308.66721093726,0.0,44,3,2,3,600000,6,0.0,0
124336.56668656883,0.0,69,0,2,1,800000,11,392616.51911944407,1
27449.99899030952,75000.0,40,4,13,3,0,8,71174.81236721577,0
134607.52249928337,0.0,67,0,8,4,500000,10,293112.7187982687,1
118184.17217786741,0.0,58,2,15,0,0,20,333625.8830310744,0
72208.70810120994,15536.772545657048,34,1,17,2,0,20,214460.14403550327,1
150000.0,0.0,60,4,2,0,900000,22,144581.33659737083,0
48906.055008270785,15684.96726053454,26,1,16,4,0,30,208620.54624207265,1
33209.570794947416,64878.41077875562,47,1,18,7,200000,3,66801.10549666663,0
139192.6619892878,0.0,31,2,3,3,0,7,388716.4454348552,1
139018.9179156354,0.0,35,4,5,3,0,29,309961.1077512212,0
69313.90668883649,25263.994073787853,74,3,3,0,0,5,224361.4929391601,1
93313.67606646723,0.0,55,3,13,7,200000,20,204137.00010184883,0
66671.37999336036,43101.86066105401,76,3,10,2,0,20,405961.2996991409,1
106948.25583537834,0.0,49,4,1,0,900000,4,96056.41961464006,0
20134.36966164859,20032.20664973615,24,1,1,3,600000,4,321212.4685623248,1
60516.192430511255,75000.0,43,4,15,2,0,26,385668.098869024,0
27792.227760522248,51865.70951311501,68,3,16,4,500000,20,62970.415130097404,1
36991.33437674082,18478.434420736423,50,0,20,3,600000,8,282814.41885254456,0
138716.71826841793,0.0,80,4,20,1,0,30,500000.0,1
71000.5062798866,0.0,49,0,8,7,200000,18,60176.02576150035,0
144710.90198374513,0.0,80,4,12,0,900000,24,53168.84917058144,1
142545.77724564803,0.0,64,4,15,5,0,26,313377.85702021956,0
108573.03291381538,0.0,74,1,17,8,100000,1,294867.7372601091,1
80457.23457217567,0.0,59,0,15,5,0,27,407328.61276011856,0
50826.67415354715,28443.339146950217,65,4,5,6,300000,6,45182.67398154171,1
71038.4802069318,17685.23573436446,50,1,16,3,600000,12,352057.33631156397,0
148447.06362913852,0.0,70,3,14,2,700000,5,261829.27174001583,1
69856.53546622739,16386.738941341486,50,2,2,8,100000,14,144637.99298089114,0
143022.65497533794,0.0,34,2,7,2,0,16,0.0,1
85612.32391547793,0.0,43,3,16,2,0,18,277161.62957585783,0
147933.17347659043,0.0,79,3,9,1,0,24,26793.463840579036,1
20000.0,75000.0,54,4,2,8,100000,15,221899.9003839553,0
130170.99032476451,0.0,73,4,15,1,0,19,128266.38104314038,1
20000.0,46414.84054022761,39,2,3,1,0,17,50997.10113232757,0
81671.31537066905,0.0,68,4,13,1,800000,9,271027.3562254222,1
93018.60974252319,0.0,49,4,15,0,900000,12,500000.0,0
46726.20607123943,29259.832525861555,58,3,12,3,600000,18,173705.4551892533,1
66885.17484148307,0.0,52,2,1,2,700000,1,324042.36948933033,0
116127.49077260561,0.0,67,0,12,6,300000,10,180423.5814677037,1
96643.63263997913,0.0,54,3,12,8,100000,28,349796.02792661573,0
54788.2769494876,73547.86056804242,73,0,8,6,300000,30,155797.98818260996,1
96839.78280347334,0.0,48,0,4,0,900000,12,453712.1374659251,0
91939.28855181174,0.0,66,0,15,8,100000,9,94440.29412169785,1
24950.382159478846,45719.01966497486,41,3,16,7,200000,6,379631.6160291581,0
147305.8958244235,0.0,69,1,5,7,200000,9,119270.70792858137,1
118726.68456278443,0.0,50,0,14,5,400000,7,339461.49686308525,0
70488.35576907509,0.0,69,2,19,5,400000,14,206304.88381914567,1
104521.67080122951,0.0,52,2,16,8,100000,11,364362.10518355644,0
96047.72745108214,0.0,67,4,2,3,600000,6,191760.96860419225,1
62260.0541922465,53765.22665625054,46,4,20,5,400000,15,192815.31921782994,0
22786.778950994587,72652.33101776928,36,4,17,8,100000,25,155723.2081609002,1
144466.09076447686,0.0,42,1,15,7,200000,1,218390.2221572393,0
100763.39110208189,0.0,44,2,19,0,900000,3,471372.37385617633,1
32317.566165398363,20605.195853910096,56,3,10,1,800000,20,322752.84325635026,0
52392.36451028577,32805.51874767326,61,4,3,7,200000,15,0.0,1
115952.83869704232,0.0,45,1,5,3,600000,28,355083.30914432945,0
117025.38242997363,0.0,37,1,1,2,700000,29,195638.91327898088,1
145403.0179279277,0.0,45,4,4,5,400000,2,206660.9377375713,0
20000.0,54672.87128848808,66,3,13,5,400000,29,93626.3467879078,1
29994.86683035476,75000.0,60,0,6,4,500000,23,167091.99440231852,0
20000.0,63102.81707294751,32,3,2,8,100000,20,317759.75693178445,1
36155.340176801335,24261.762019816473,52,3,14,1,800000,4,134889.79136556445,0
132917.20931060676,0.0,61,4,12,0,900000,8,234674.3952469546,1
144514.52182679504,0.0,62,1,9,1,800000,20,361693.02814047295,0
59933.742183919705,54617.548839963354,33,4,19,0,900000,18,343226.0638910686,1
20000.0,63586.444602189804,51,2,1,3,0,13,190992.01256837483,0
36774.10000713977,20591.76185712253,60,1,7,2,700000,19,240839.43134380731,1
55102.777720643244,41556.47731775693,63,1,10,4,500000,20,97771.85082486267,0
115543.28808109718,0.0,76,2,20,8,100000,24,85934.09237146247,1
57505.6090840508,45346.63909622714,52,3,12,6,300000,24,459997.26961238176,0
123107.17595172967,0.0,41,2,17,7,200000,11,301678.4632280406,1
58792.21466588712,27321.822158761875,56,3,19,4,0,24,402471.5832551004,0
106853.54661236852,0.0,80,3,10,0,0,27,224695.65700064233,1
42944.13280192067,72791.35719663705,41,3,20,1,0,4,38424.33626832999,0
108387.255389936,0.0,20,0,9,0,0,27,500000.0,1
145419.79874064552,0.0,44,1,12,6,300000,4,477833.36602551216,0
135142.1839492583,0.0,76,1,1,1,0,10,500000.0,1
128725.34047290828,0.0,46,3,16,1,0,12,325253.467619435,0
23663.32937665783,47873.06204358695,22,2,18,7,200000,18,497516.5111331828,1
69632.7294355893,19353.60811848483,35,4,7,1,800000,5,461377.01418623846,0
52083.36025647746,33939.25138117326,67,0,20,5,400000,23,82146.05400991318,1
76149.1287074995,75000.0,44,1,7,3,600000,4,500000.0,0
31426.994391769298,68472.52825596626,42,1,18,6,300000,11,342502.6867788618,1
