salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,target,block
109281.04066057762,0.0,43,4,10,1,800000,20,485225.18488654867,0,1
78720.93276264118,47923.093664596854,39,4,5,5,0,11,358055.67172243126,0,1
132367.47242318702,0.0,48,0,3,6,300000,9,115285.2131076014,0,1
90900.48565355837,0.0,51,4,18,7,200000,10,227830.19168460486,0,1
95519.46712648324,0.0,58,3,5,3,600000,24,50466.631132983675,0,1
30856.479995397047,75000.0,48,1,2,6,300000,6,448669.4069275583,0,1
78379.4787506259,38872.13955701257,39,0,13,1,800000,4,230208.31441058312,0,1
119338.75654102697,0.0,56,2,14,8,100000,26,287415.5967709871,0,1
112099.85506346507,0.0,51,0,17,7,200000,16,56380.648112207055,0,1
51866.08569462318,11947.967188000308,50,1,18,3,0,24,33117.901226093585,0,1
74331.45976553393,66986.71596517431,53,1,8,4,0,4,390031.00577192276,0,1
119476.6052699678,0.0,53,1,16,3,0,12,163937.97418839094,0,1
84985.31418169691,0.0,50,3,4,7,200000,10,439461.38510387193,0,1
21859.75631163237,44757.000269811186,43,0,20,7,200000,2,0.0,0,1
74888.47701896401,41426.36967720194,53,1,8,4,500000,28,39108.71430988314,0,1
64154.90197120408,66738.19678749618,61,3,11,0,0,27,500000.0,0,1
31969.474826330283,14021.96000706446,57,0,20,5,0,2,149521.6971856375,0,1
82273.1405730233,0.0,60,1,15,1,800000,1,466148.5423846304,0,1
78811.49238292927,0.0,56,1,11,6,300000,26,205553.19652623433,0,1
127063.41956834223,0.0,58,0,4,3,600000,12,106509.80331848604,0,1
80069.45300403216,0.0,45,0,16,1,800000,29,478630.56460127904,0,1
91299.73935594702,0.0,42,0,7,3,600000,22,395664.1398955713,0,1
79440.84945329273,47276.431039058385,56,1,18,2,700000,5,78305.71456291378,0,1
58087.52068556728,71746.32333728451,56,3,18,8,100000,5,131012.78368289897,0,1
47848.11623530629,17392.420268302296,42,4,9,8,100000,24,128096.79428342894,0,1
82746.03006696595,0.0,45,0,1,5,400000,29,191278.3254100053,0,1
71224.25048854179,75000.0,42,1,8,4,500000,9,284618.58439662226,0,1
97199.036257333,0.0,50,3,14,6,300000,19,292543.3482857535,0,1
90164.45417199074,0.0,43,1,9,1,0,23,348616.75918076845,0,1
48064.889806140636,36622.27611251505,53,1,18,3,600000,30,180091.15680978884,0,1
54250.95213781249,70649.21581990468,46,2,15,1,800000,18,53595.511862573316,0,1
108210.74229979893,0.0,45,3,17,0,0,9,412550.8525060932,0,1
131998.21325818403,0.0,40,0,2,7,200000,30,270582.4604949009,0,1
45665.41257220177,75000.0,52,1,18,0,0,25,345207.1185301754,0,1
43409.44840565605,28151.542746300685,38,2,19,0,0,13,473390.70372977783,0,1
67811.54724471338,10964.838373567974,55,1,4,8,100000,2,169670.5843425289,0,1
32626.151992535604,35038.88690357468,42,1,3,5,400000,8,101753.1492665384,0,1
31435.52009240217,38810.934067475464,55,3,19,3,600000,27,180335.14941495447,0,1
66240.17156689375,41992.036408327855,43,3,19,7,200000,10,211012.66692433727,0,1
32910.902598464185,61589.39157593703,45,1,17,0,900000,30,405163.8414619936,0,1
68912.80658710745,32721.537594625017,42,2,9,4,500000,17,391774.9816711807,0,1
64684.19907919012,69650.01778889672,44,2,9,4,500000,5,235292.1525599753,0,1
99450.81996860384,0.0,58,0,4,0,900000,3,218147.38405081737,0,1
118140.5600716715,0.0,52,1,20,3,0,26,261390.78946469494,0,1
53394.523182291916,67259.46115761952,45,2,6,1,800000,16,116569.37319397737,0,1
94885.4431632671,0.0,56,4,16,5,400000,4,63714.146943831074,0,1
41156.7413380461,50078.32781953467,54,0,18,6,300000,17,442363.13494694774,0,1
66283.89629933628,62873.76486541395,56,1,7,3,600000,9,345430.2225810467,0,1
45075.644039034494,50658.90153140556,44,3,4,8,100000,25,300908.71622383234,0,1
135169.1213409179,0.0,59,0,20,4,500000,20,276110.40422656847,0,1
94406.75131832171,0.0,53,0,4,5,400000,30,315200.8082914886,0,1
122941.67474993653,0.0,56,0,3,3,600000,26,125519.42751770184,0,1
128445.80630892504,0.0,55,2,5,4,500000,29,500000.0,0,1
76959.67417294976,0.0,47,2,10,7,200000,7,307597.39850815805,0,1
93682.96086312312,0.0,53,3,5,5,400000,29,380911.67966271675,0,1
76911.95377546843,0.0,40,0,8,7,200000,9,183201.30417424763,0,1
69249.36628996496,71387.27566794721,41,3,16,0,900000,4,225050.3642012778,0,1
84348.20018623235,0.0,43,4,19,0,0,25,349237.6512641838,0,1
133502.4590392531,0.0,55,0,14,2,700000,25,100707.49599722138,0,1
43966.666081764735,50396.187102916796,56,3,6,5,400000,17,134852.9651776583,0,1
105713.82915521825,0.0,42,1,1,2,700000,9,401682.71649552835,0,1
33083.77802351183,75000.0,48,2,12,3,0,8,78495.05221244824,0,1
135035.37231139466,0.0,43,4,11,7,200000,30,437513.21775580687,0,1
76900.23751604563,68456.92157054227,44,3,9,7,200000,5,500000.0,0,1
121388.52003218254,0.0,42,0,14,1,800000,21,495573.73536391894,0,1
29828.34017874108,73199.84646696855,58,0,1,6,300000,2,63843.86342342864,0,1
80799.65455864495,0.0,41,3,9,2,700000,1,271046.61840047175,0,1
117201.7615980472,0.0,50,1,11,0,900000,18,0.0,0,1
125750.52004360799,0.0,58,0,13,3,600000,3,277974.6241839419,0,1
100563.02849243057,0.0,39,3,7,0,0,12,364336.2827764301,0,1
87758.14832600894,0.0,45,1,17,7,200000,5,284853.6133300766,0,1
47811.44738544448,39433.18117564297,55,0,1,3,600000,30,440681.32271722093,0,1
46100.85579051438,60399.940193734394,57,1,18,8,100000,3,397764.78989669663,0,1
66498.91279603308,42356.31085559396,58,4,17,1,800000,10,381312.0480732258,0,1
122723.15344598293,0.0,61,1,15,0,0,7,77569.50747096559,0,1
44467.97363282505,75000.0,54,0,2,3,0,10,153595.05560074848,0,1
107028.73222831514,0.0,46,1,19,2,700000,9,456935.3881246363,0,1
146344.62444924403,0.0,60,2,20,3,600000,8,348924.53056931804,0,1
23542.72856856904,19922.261129840717,52,0,8,8,100000,24,38845.689923153666,0,1
83817.75454286911,0.0,43,4,20,2,700000,14,5059.246551775072,0,1
84090.18925231251,0.0,51,4,1,7,200000,18,348843.70390491985,0,1
73331.80997134697,0.0,54,0,10,7,200000,22,407613.19989468437,0,1
150000.0,0.0,44,1,20,7,200000,20,233548.3289981728,0,1
92122.34996685575,0.0,41,3,14,0,0,10,274057.28513344255,0,1
46299.66619552543,35613.64584916398,53,4,10,5,400000,27,43505.1932689035,0,1
106745.45679172834,0.0,54,0,7,8,100000,10,126094.9283945676,0,1
62438.776206494804,72419.5795097572,42,3,16,0,900000,3,155867.02085741115,0,1
113237.56532098792,0.0,60,3,11,7,200000,2,20275.719438938537,0,1
37788.920640082055,17646.513904121093,52,3,12,6,300000,28,331869.7967493782,0,1
63190.195796543434,26706.99646255351,58,0,19,7,200000,7,355228.4060873726,0,1
127196.08425432985,0.0,52,3,17,7,200000,10,231651.27937748347,0,1
112342.80662869445,0.0,53,1,17,0,900000,4,479320.21067331365,0,1
86482.00709693032,0.0,46,3,16,4,500000,27,218879.83597871166,0,1
100695.36396904521,0.0,41,4,6,1,0,10,160752.26481874997,0,1
77802.94629942623,0.0,51,1,20,6,300000,15,51294.31976159148,0,1
98413.19489026652,0.0,52,3,16,6,300000,25,406367.3514509895,0,1
41497.57251504404,56709.08316021074,54,3,18,2,0,9,439697.9905527149,0,1
127934.08317416802,0.0,43,3,1,8,100000,5,493678.80021082837,0,1
26945.639270179818,29460.82664147835,47,4,19,5,400000,25,356920.58808493736,0,1
41509.30546055401,74770.84738096604,50,3,6,5,400000,11,319568.1925108967,0,1
128064.95663829867,0.0,47,1,12,7,200000,1,426486.4381499358,0,1
56443.651645614256,16867.652121369494,44,3,16,8,100000,4,243747.24888936357,0,1
41517.87568572515,36130.0516478726,47,0,10,3,600000,28,415335.7694482755,0,1
92308.5411649633,0.0,47,2,12,2,700000,23,474.42473067926403,0,1
52119.66024033354,34826.66802095361,38,0,20,3,600000,9,413522.86280841666,0,1
34839.59115953041,67986.24318397982,56,3,19,6,300000,20,330933.27728035086,0,1
146562.97331376525,0.0,54,1,6,1,800000,5,281128.35359723715,0,1
107951.17314074811,0.0,59,0,16,1,0,3,18393.739910446493,0,1
93077.67901096391,0.0,46,0,6,5,0,13,87652.80830198433,0,1
71260.63583484551,27308.093750414137,48,3,9,4,0,26,310860.12072102155,0,1
46760.876895045665,57246.54850713513,38,1,10,1,0,22,363888.1369463828,0,1
66488.39706868291,67833.42717179914,55,0,11,6,300000,11,475219.8481872863,0,1
114482.8473062042,0.0,55,0,11,6,300000,11,286407.748531071,0,1
91391.73130564751,0.0,59,2,9,1,800000,16,252840.51916411813,0,1
96542.95929010287,0.0,46,3,2,3,600000,5,0.0,0,1
31672.99366964568,73556.04601495215,41,4,13,3,0,7,71656.88335955518,0,1
116492.13973812692,0.0,57,2,15,0,0,21,327211.0693689226,0,1
144277.26021550802,0.0,59,4,2,0,900000,21,167525.0871500225,0,1
37328.73361920407,65071.80182474729,49,1,18,7,200000,4,47042.34459467671,0,1
141317.6969087062,0.0,37,4,5,3,0,27,315891.5612556379,0,1
89979.29770109234,0.0,53,3,13,7,200000,20,207836.1451607834,0,1
107245.6974745177,0.0,48,4,1,0,900000,2,90962.04760816734,0,1
54538.748642912695,75000.0,42,4,15,2,0,25,370680.3459207169,0,1
30573.717693315702,16626.676694595608,49,0,20,3,600000,8,262998.53389315295,0,1
74042.30309944181,0.0,47,0,8,7,200000,17,72903.46175579344,0,1
138965.57289615372,0.0,61,4,15,5,0,26,318878.1800754948,0,1
79396.51487087985,0.0,57,0,15,5,0,26,390103.82424501685,0,1
72302.68200710598,17301.94080276539,49,1,16,3,600000,12,345234.27884503384,0,1
71488.55857764244,17725.86052400964,53,2,2,8,100000,13,148550.14456765802,0,1
82210.4997626426,0.0,42,3,16,2,0,18,297695.88053568196,0,1
24812.397000038294,75000.0,54,4,2,8,100000,15,236609.65048295615,0,1
20000.0,48003.736125660405,42,2,3,1,0,18,67537.5487329181,0,1
91449.12080913695,0.0,48,4,15,0,900000,14,500000.0,0,1
73329.54462161535,0.0,55,2,1,2,700000,1,314217.8723471571,0,1
102533.09222304457,0.0,52,3,12,8,100000,28,355203.08369401476,0,1
98117.90298409663,0.0,48,0,4,0,900000,11,439338.3970388319,0,1
30663.99678228151,46943.18508744874,42,3,16,7,200000,6,389072.2040177784,0,1
122610.28849915542,0.0,52,0,14,5,400000,7,329869.44655586977,0,1
104190.48707691087,0.0,52,2,16,8,100000,11,360302.7709348996,0,1
63982.398952406955,53781.19675551617,48,4,20,5,400000,15,204534.07531041003,0,1
143458.48093249736,0.0,44,1,15,7,200000,1,202870.1529086941,0,1
38400.79716194621,19376.53628054982,56,3,10,1,800000,21,299603.1154551562,0,1
116280.69838138926,0.0,45,1,5,3,600000,27,354959.5580863574,0,1
141769.3795814481,0.0,45,4,4,5,400000,3,229429.17947752707,0,1
35486.257932370005,74600.51760768762,59,0,6,4,500000,24,181258.37273856474,0,1
40398.25992586065,24897.855336409102,53,3,14,1,800000,4,156588.97716240582,0,1
142201.8150357876,0.0,59,1,9,1,800000,21,354925.3555563728,0,1
21324.598615799267,66484.96372409664,49,2,1,3,0,12,181178.1101457745,0,1
50391.245871759944,41678.86772195075,61,1,10,4,500000,21,99236.1765950858,0,1
63079.56245692984,42844.14181991819,49,3,12,6,300000,22,476879.15044923057,0,1
55832.73763389301,29994.14480297858,55,3,19,4,500000,25,420335.909169997,0,1
48329.940972429475,75000.0,43,3,20,1,0,5,39164.618627749536,0,1
140569.79212085443,0.0,42,1,12,6,300000,3,482742.94819143135,0,1
125970.09481816812,0.0,44,3,16,1,0,11,314420.18615283293,0,1
63729.83739034072,18853.64864748286,38,4,7,1,800000,5,444021.08435402374,0,1
72560.6251207955,75000.0,42,1,7,3,600000,3,482197.7460767467,0,1
20000.0,61562.96818952938,55,0,5,6,300000,15,320589.97504296806,0,1
59516.01725751176,19629.44194339721,42,0,18,2,700000,23,14109.271197373835,0,1
64576.91205430738,51053.70186092124,45,0,8,4,500000,16,472848.91449437954,0,1
63518.57434322806,68477.88313367048,43,0,20,3,600000,5,279638.63029075944,0,1
77773.94072443238,0.0,52,2,19,4,500000,19,64837.32600025814,0,1
140533.2603524934,0.0,53,1,6,1,800000,5,237503.91746717462,0,1
142458.71576268322,0.0,51,0,15,7,200000,2,292073.00953775895,0,1
45319.635224766105,60411.461471379094,42,3,20,0,900000,9,130168.62669066337,0,1
131404.50052808027,0.0,41,3,17,4,500000,7,91390.3655972423,0,1
47545.227773486535,75000.0,42,2,10,1,800000,2,345926.31013935216,0,1
79253.53018477137,0.0,48,3,17,8,100000,6,314296.3501490505,0,1
58174.61141802903,74251.68152390582,53,0,1,5,400000,13,152025.7030267628,0,1
30831.870761433438,66463.54887040227,46,2,20,8,100000,14,96905.67589269656,0,1
76774.16969969487,0.0,48,3,4,8,100000,26,417168.65112945525,0,1
28115.198158892264,10245.44422465962,54,2,4,8,100000,14,57211.73283971659,0,1
43414.0301494822,56674.62536879003,40,1,13,7,200000,25,479322.2940635278,0,1
123162.46130390614,0.0,51,1,17,4,500000,23,187726.35239444324,0,1
76928.19010148248,0.0,38,3,13,2,700000,12,340654.06157735386,0,1
61548.10824135588,32315.625202196796,44,4,7,5,400000,24,178027.50227823918,0,1
45908.495426648034,58913.61933871146,49,0,1,2,0,9,295270.8247940782,0,1
23905.93346638954,35486.55479161968,59,3,7,7,200000,14,24195.04010119202,0,1
104882.5261735435,0.0,38,2,1,2,0,30,74777.87797031649,0,1
150000.0,0.0,54,0,12,5,400000,30,149185.3972640778,0,1
54356.69935513843,43531.3168113757,46,0,7,7,200000,13,459188.30777597753,0,1
125943.85569838081,0.0,56,4,11,5,400000,19,500000.0,0,1
95048.10775937153,0.0,55,0,4,5,0,15,478537.7049196121,0,1
66585.78782111398,24392.811800861582,43,2,3,7,200000,3,480573.6290163626,0,1
44117.43996915909,52956.42549880051,41,1,18,1,800000,21,114654.83060011557,0,1
43233.02839718311,31295.81258269781,44,1,19,0,900000,22,368503.22800012684,0,1
127616.2516366477,0.0,46,2,6,2,700000,5,58809.0493642652,0,1
106763.04900292632,0.0,39,4,8,3,600000,4,470278.47596768406,0,1
31278.416512991185,14019.125272589408,47,1,9,0,900000,16,226429.97762203834,0,1
93159.04851113162,0.0,50,3,4,0,0,3,89841.48182993324,0,1
108913.71752754957,0.0,49,2,1,2,0,30,42646.47689024267,0,1
29794.999281570734,70023.82629962363,43,3,16,5,0,9,332595.81351260067,0,1
59714.95940173011,23298.435628094914,55,4,11,1,800000,16,265687.76970649057,0,1
134934.52942480237,0.0,60,2,6,6,300000,11,387166.28368300805,0,1
69371.33404183839,45740.297480914305,45,3,1,8,100000,25,191823.05392070842,0,1
121930.04114054187,0.0,53,1,8,2,700000,9,337928.12410429935,0,1
95950.68875450823,0.0,48,1,1,2,700000,24,318234.4908625886,0,1
126727.37962385382,0.0,53,1,12,8,100000,3,105181.63455497073,0,1
49268.71806261697,59710.16578100578,55,4,12,6,300000,1,439011.056184884,0,1
35829.94150880606,67730.9640399456,56,0,6,5,400000,15,178118.93953295905,0,1
132042.3778211066,0.0,40,1,17,7,200000,7,267078.71149381745,0,1
81875.921169759,0.0,46,3,5,6,300000,18,53567.496500520996,0,1
132582.86053252098,0.0,45,3,2,3,600000,7,351824.0419539964,0,1
128458.73101758354,0.0,54,3,10,8,100000,19,384240.75156736805,0,1
80890.0642475234,0.0,47,0,15,0,0,15,338723.7638434699,0,1
69743.64665810957,16987.541409016758,45,0,17,1,800000,10,261417.67689590677,0,1
97378.9821499815,0.0,57,4,14,8,100000,28,430086.76973981655,0,1
55560.45092582709,33288.58156059356,42,0,3,6,300000,4,269045.31767987757,0,1
67257.02428432356,40931.90536998338,58,1,10,1,800000,28,441924.8276637211,0,1
87817.97227359819,0.0,52,1,1,0,0,18,258049.83672936482,0,1
73381.4011642179,0.0,50,4,20,3,0,2,208291.32736112087,0,1
75231.24147593984,67723.87624644999,47,3,9,0,900000,25,111274.75261860201,0,1
115230.3744217576,0.0,55,0,2,8,100000,17,114284.1767570291,0,1
44915.07865795937,35586.78412147168,58,0,10,5,400000,20,469975.2421079354,0,1
108223.81817968788,0.0,20,2,8,3,600000,3,324281.64245163585,1,1
84277.26126273356,0.0,39,4,8,5,0,24,48625.77998391922,1,1
49727.48708878705,49250.27867926085,31,4,4,4,0,17,279513.7005254833,1,1
50272.47300358188,75000.0,77,2,3,8,100000,21,241355.89672247507,1,1
27150.2785960717,14814.849502897618,65,1,6,6,300000,8,446581.66485481383,1,1
98583.31283443833,0.0,64,1,13,1,0,19,124246.80967091038,1,1
121102.03551762449,0.0,29,2,10,3,0,8,321288.50908379175,1,1
71046.20813687205,75000.0,74,0,12,3,600000,21,72890.86162057654,1,1
146510.17614198208,0.0,36,0,4,6,300000,26,144574.7824044247,1,1
105281.21120475134,0.0,77,1,20,4,500000,27,0.0,1,1
20000.0,64692.124564175276,71,0,14,3,600000,24,267357.7618511881,1,1
99444.40329509058,0.0,68,4,16,3,600000,2,339313.9642061825,1,1
43240.674063394355,59376.78260919484,68,2,6,1,0,7,477193.1085928752,1,1
132909.16091830455,0.0,72,0,9,7,200000,14,284302.31895872834,1,1
48995.47822454427,18946.482173305543,33,2,4,8,100000,23,81724.85638257874,1,1
126698.11890608651,0.0,80,2,3,3,600000,25,228512.22958635443,1,1
42988.07826282628,40340.02157114778,65,4,16,4,500000,11,359730.8152977277,1,1
90231.27380550612,0.0,21,4,15,6,300000,16,183350.6615301042,1,1
132053.08979925074,0.0,26,3,4,2,700000,23,143770.10376750867,1,1
98807.38471390225,0.0,61,3,5,7,200000,13,190258.7094220044,1,1
142628.00208373903,0.0,31,1,15,4,500000,21,1785.204907626242,1,1
70856.01324376347,27170.093380281363,70,4,12,8,100000,10,407172.072473793,1,1
28122.33539754208,69170.89934532541,80,2,14,1,800000,2,160706.6031205112,1,1
72751.81241444615,36939.23352513665,31,0,15,1,0,22,305006.7380219957,1,1
38054.06507430253,25651.64179743183,30,0,1,2,700000,26,374898.23256618576,1,1
30900.00095001017,55321.45698674856,25,1,9,8,100000,14,500000.0,1,1
78354.11985324607,0.0,66,2,5,8,100000,19,276988.5335730582,1,1
43978.99752020001,19939.12541272486,62,3,3,2,0,1,37097.98613114398,1,1
110202.7764907373,0.0,24,1,13,0,900000,9,472531.3100439883,1,1
79967.99408790945,0.0,24,1,14,6,300000,12,441923.44144611515,1,1
136146.13577473073,0.0,76,0,20,8,100000,20,284750.0584015825,1,1
105032.64887730553,0.0,25,2,3,5,400000,22,175800.76872364865,1,1
126904.89083607882,0.0,69,4,5,4,500000,17,426311.62322908494,1,1
122477.9145257043,0.0,29,0,10,7,200000,4,365203.31460622133,1,1
99068.60014255045,0.0,20,4,19,3,0,10,193900.14430102994,1,1
91114.31716714453,0.0,77,4,9,1,0,2,206699.57126880143,1,1
76790.53437073622,50176.61252341582,34,2,15,3,0,9,357658.8152385877,1,1
78139.84054186806,54939.24717318099,29,2,3,7,200000,18,168888.30467544857,1,1
133826.96445282878,0.0,22,0,19,4,500000,25,293163.9656880937,1,1
85375.56376999433,0.0,37,3,8,2,700000,11,488366.3386735819,1,1
20550.290615506397,15722.444249411452,64,2,16,8,100000,20,463695.94240721007,1,1
140429.82987174627,0.0,75,0,20,7,200000,21,374977.59880304366,1,1
122855.34763120837,0.0,78,3,2,2,700000,17,183130.9752592279,1,1
147373.4754853126,0.0,36,3,18,8,100000,4,423475.59284061636,1,1
77836.83762448202,0.0,31,3,17,4,500000,20,440724.4711597766,1,1
26771.177968092157,43744.38934092987,63,2,3,1,800000,18,460458.8420168578,1,1
23365.28507915839,26225.953033631886,22,1,19,1,800000,12,339546.9743931539,1,1
64805.747316279405,15685.549193854358,80,4,6,6,300000,2,468605.9980631011,1,1
43423.77593992183,59631.80635022061,80,3,12,1,800000,26,108325.63009222965,1,1
121644.67704996081,0.0,77,1,20,3,600000,8,264117.7276431749,1,1
46113.01253607576,75000.0,60,0,17,0,0,2,482952.5337856221,1,1
121705.55545969924,0.0,63,3,6,1,0,16,69293.56399502883,1,1
103633.38598559648,0.0,66,1,3,7,200000,21,369315.7432759078,1,1
32880.94675829531,57953.951147839456,70,1,3,1,800000,12,346251.95014612324,1,1
39133.284371833564,37253.2914121459,30,2,10,4,500000,4,94648.67300234595,1,1
123596.19375593115,0.0,78,4,5,4,500000,22,110173.63273464136,1,1
95659.44279372942,0.0,80,3,7,7,200000,27,353084.44164485455,1,1
64154.30911245061,70206.35992080622,26,0,4,4,500000,25,263828.3812516821,1,1
108169.16069489656,0.0,20,2,4,2,0,25,108549.25064656687,1,1
74466.57184017572,0.0,35,3,17,5,400000,19,204951.44597293265,1,1
65587.03819939867,52543.74149522518,63,3,14,7,200000,26,208168.04223679143,1,1
43041.23062922621,44260.98956273464,65,1,10,0,900000,11,442980.46184897784,1,1
111366.25651083747,0.0,73,1,13,7,200000,22,114013.31524587385,1,1
62685.95483836929,75000.0,29,3,5,2,700000,18,0.0,1,1
133784.55066832327,0.0,21,2,11,2,700000,28,297708.5468477112,1,1
47565.76473087386,75000.0,25,3,20,0,900000,24,321361.4366686296,1,1
99753.96018436532,0.0,33,2,8,6,300000,12,119596.1965185236,1,1
111444.90631442043,0.0,77,2,4,3,600000,7,187102.9342865806,1,1
50064.08620169934,35445.259041779485,72,3,11,5,400000,7,35646.47352307294,1,1
27513.58409703784,19746.928348362722,69,1,4,0,900000,25,495399.80881251395,1,1
45249.46089509978,23464.2828692622,37,3,5,0,900000,19,104754.19047922596,1,1
20000.0,52571.2877107962,20,2,2,7,200000,25,306556.3205306668,1,1
65609.54979662695,44842.250001349865,23,0,8,3,600000,17,17555.95251379794,1,1
148905.14688023258,0.0,72,3,11,2,0,18,330547.78064578254,1,1
23221.74114493311,32172.385373949477,24,0,11,2,0,6,365129.3819600824,1,1
54267.59367307886,42530.48369757843,74,0,17,8,100000,21,476971.8900364607,1,1
30864.832210082754,47969.890427498605,38,2,1,5,0,9,145498.67129984716,1,1
134057.05509585672,0.0,27,2,1,6,300000,29,274583.2094735982,1,1
107725.9627497829,0.0,62,3,10,4,0,12,205464.95433177435,1,1
132402.2852324212,0.0,70,4,7,0,0,20,366968.44439093093,1,1
100885.20899421032,0.0,41,3,4,8,100000,20,339498.5115102111,1,1
57845.206272163654,26428.416803231215,39,2,15,0,900000,5,454632.5196149383,1,1
112821.19432933301,0.0,21,1,4,6,300000,16,377573.20350110903,1,1
110105.34596546736,0.0,28,2,20,3,600000,30,438954.6529737991,1,1
120441.52315982601,0.0,39,3,11,4,500000,6,71480.30139064869,1,1
105525.6737421214,0.0,66,0,12,8,100000,19,490210.6871898746,1,1
74400.7911498407,43585.358611557,70,2,18,0,900000,9,112020.8840270524,1,1
118487.17064627702,0.0,29,3,18,8,100000,11,123231.82502845224,1,1
127694.27397001402,0.0,26,3,9,8,100000,1,432860.5463598341,1,1
31215.068230872395,22914.074991812828,33,4,3,3,0,14,201087.43914646737,1,1
112870.96292360028,0.0,75,2,7,6,300000,27,240344.246512476,1,1
116425.37659219926,0.0,59,0,3,0,0,22,18176.815430462462,1,1
81110.6324474481,0.0,65,1,20,2,0,6,234906.21236124207,1,1
76159.08757191224,0.0,23,0,11,1,0,17,310616.469364668,1,1
125931.4349451816,0.0,63,1,14,5,400000,16,324798.2285288314,1,1
23644.86774878867,46207.08838980472,80,4,14,2,700000,5,237046.63950036268,1,1
108359.79188691753,0.0,72,0,19,8,100000,1,183818.5203064371,1,1
95777.22894931262,0.0,64,0,6,6,300000,1,390339.28034181,1,1
30302.956655716942,14776.853074695035,41,4,19,5,400000,26,133610.6556539212,1,1
49023.03697665616,30153.132856039312,73,1,20,5,400000,5,82838.90085076705,1,1
47490.381797456896,54461.09017850326,21,4,14,7,200000,3,249241.1355631578,1,1
50600.73316098566,70852.04726678609,67,1,16,0,900000,16,54784.54400515409,1,1
36797.41531491523,21355.798573071184,72,2,14,6,300000,3,34328.729991332766,1,1
83009.39652077932,0.0,30,1,17,2,700000,23,200163.49996481184,1,1
80456.91515104809,0.0,65,3,10,0,0,26,149489.02443317464,1,1
31253.505882986123,12998.624158835095,32,2,14,4,0,17,476783.6403028944,1,1
85462.09009119318,0.0,61,4,11,0,900000,20,79876.73983046529,1,1
124998.9876364862,0.0,77,4,6,1,800000,15,141788.50908869624,1,1
129498.29488438898,0.0,30,1,2,3,600000,7,59442.49440300177,1,1
62492.08448478794,61285.88428434964,72,4,9,8,100000,2,411494.803513775,1,1
141505.71526740314,0.0,22,2,8,3,0,1,389294.9462478316,1,1
72735.81373532336,42984.42279950428,67,1,5,7,200000,15,185972.2563249082,1,1
142713.11937165103,0.0,76,1,10,0,900000,26,40829.06380206518,1,1
144031.39502534195,0.0,80,4,9,3,600000,30,215058.3718697884,1,1
